origin_country,destination_country,total_migrants
Romania,Spain,547004.0
Romania,Sweden,30955.0
Romania,Switzerland,30427.56016157424
Romania,Turkey,9455.0
Romania,United States,172005.0
Russia,Australia,22524.0
Russia,Bulgaria,24788.0
Russia,Canada,84200.0
Russia,Colombia,591.0
Russia,Czech Republic,38484.0
Russia,Denmark,6083.0
Russia,Estonia,108845.0
Russia,France,68047.34095621109
Russia,Greece,41709.0
Russia,Hungary,11433.0
Russia,Italy,73262.0
Russia,LUX,2956.0
Russia,Latvia,108668.0
Russia,Lithuania,61034.0
Russia,New Zealand,7203.0
Russia,Norway,18042.0
Russia,Poland,28253.0
Russia,Portugal,6510.0
Russia,Slovakia,2814.0
Russia,Slovenia,3347.0
Russia,Spain,87367.0
Russia,Sweden,21295.0
Russia,Switzerland,23530.619325637817
Russia,Turkey,65198.0
Russia,United States,409522.0
Senegal,Australia,384.0
Senegal,Bulgaria,7.0
Senegal,Canada,12110.0
Senegal,Colombia,7.0
Senegal,Czech Republic,78.0
Senegal,Denmark,138.0
Senegal,Estonia,7.0
Senegal,France,150592.14089269418
Senegal,Greece,562.0
Senegal,Hungary,31.0
Senegal,Italy,111436.0
Senegal,LUX,932.0
Senegal,Latvia,6.0
Senegal,Norway,303.0
Senegal,Poland,76.0
Senegal,Portugal,1263.0
Senegal,Slovakia,17.0
Senegal,Slovenia,6.0
Senegal,Spain,76547.0
Senegal,Sweden,970.0
Senegal,Switzerland,2818.7080125808716
Senegal,Turkey,2690.0
Senegal,United States,30234.0
Serbia,Australia,26563.0
Serbia,Bulgaria,2433.0
Serbia,Canada,32400.0
Serbia,Colombia,41.0
Serbia,Czech Republic,4531.0
Serbia,Denmark,1565.0
Serbia,Estonia,79.0
Serbia,France,83753.29487878295
Serbia,Greece,4207.0
Serbia,Hungary,35706.0
Serbia,Italy,33363.0
Serbia,LUX,2345.0
Serbia,Latvia,26.0
Serbia,Lithuania,18.0
Serbia,New Zealand,1008.0
Serbia,Norway,6730.0
Serbia,Poland,957.0
Serbia,Portugal,343.0
Serbia,Slovakia,4077.0
Serbia,Slovenia,29169.0
Serbia,Spain,5596.0
Serbia,Sweden,14135.0
Serbia,Switzerland,64423.160135269165
Serbia,Turkey,2630.0
Serbia,United States,43157.0
Slovakia,Australia,4702.0
Slovakia,Bulgaria,339.0
Slovakia,Canada,13600.0
Slovakia,Colombia,29.0
Slovakia,Czech Republic,242841.0
Slovakia,Denmark,2855.0
Slovakia,Estonia,114.0
Slovakia,France,4435.130454227708
Slovakia,Greece,844.0
Slovakia,Hungary,29541.0
Slovakia,Italy,9969.0
Slovakia,LUX,857.0
Slovakia,Latvia,29.0
Slovakia,Lithuania,9.0
Slovakia,New Zealand,459.0
Slovakia,Norway,3591.0
Slovakia,Poland,2253.0
Slovakia,Portugal,206.0
Slovakia,Slovakia,4398992.0
Slovakia,Slovenia,538.0
Slovakia,Spain,5219.0
Slovakia,Sweden,1930.0
Slovakia,Switzerland,23027.179914474487
Slovakia,Turkey,327.0
Slovakia,United States,18250.0
Somalia,Australia,7872.0
Somalia,Bulgaria,8.0
Somalia,Canada,32675.0
Somalia,Czech Republic,40.0
Somalia,Denmark,10441.0
Somalia,Estonia,7.0
Somalia,France,6318.278896808624
Somalia,Greece,1345.0
Somalia,Hungary,76.0
Somalia,Italy,11498.0
Somalia,LUX,112.0
Somalia,Latvia,4.0
Somalia,Lithuania,4.0
Somalia,New Zealand,1029.0
Somalia,Norway,26356.0
Somalia,Poland,19.0
Somalia,Portugal,34.0
Somalia,Slovakia,20.0
Somalia,Slovenia,23.0
Somalia,Spain,460.0
Somalia,Sweden,62715.0
Somalia,Switzerland,6401.605005264281
Somalia,Turkey,25024.0
Somalia,United States,99555.0
South Africa,Australia,177418.0
South Africa,Bulgaria,244.0
South Africa,Canada,52100.0
South Africa,Colombia,108.0
South Africa,Czech Republic,611.0
South Africa,Denmark,1723.0
South Africa,Estonia,108.0
South Africa,France,6673.692873754977
South Africa,Greece,4804.0
South Africa,Hungary,675.0
South Africa,Italy,5746.0
South Africa,LUX,762.0
South Africa,Latvia,19.0
South Africa,Lithuania,11.0
South Africa,New Zealand,63582.0
South Africa,Norway,1532.0
South Africa,Poland,733.0
South Africa,Portugal,11878.0
South Africa,Slovakia,125.0
South Africa,Slovenia,85.0
South Africa,Spain,3540.0
South Africa,Sweden,2870.0
South Africa,Switzerland,9023.477026892822
South Africa,Turkey,1120.0
South Africa,United States,116340.0
Spain,Australia,16447.0
Spain,Bulgaria,1475.0
Spain,Canada,13570.0
Spain,Colombia,7270.0
Spain,Czech Republic,1867.0
Spain,Denmark,7178.0
Spain,Estonia,711.0
Spain,France,240507.2873468399
Spain,Greece,1191.0
Spain,Hungary,2248.0
Spain,Italy,29030.0
Spain,LUX,5748.0
Spain,Latvia,108.0
Spain,Lithuania,287.0
Spain,Mexico,18672.0
Spain,New Zealand,1155.0
Spain,Norway,6715.0
Spain,Poland,4376.0
Spain,Portugal,14824.0
Spain,Slovakia,593.0
Spain,Slovenia,170.0
Spain,Spain,33830299.0
Spain,Sweden,10985.0
Spain,Switzerland,63618.106026649475
Spain,Turkey,1419.0
Spain,United States,144076.0
Sri Lanka,Australia,125683.0
Sri Lanka,Bulgaria,25.0
Sri Lanka,Canada,138635.0
Sri Lanka,Colombia,4.0
Sri Lanka,Czech Republic,135.0
Sri Lanka,Denmark,7808.0
Sri Lanka,Estonia,112.0
Sri Lanka,France,49897.03605127335
Sri Lanka,Greece,815.0
Sri Lanka,Hungary,67.0
Sri Lanka,Italy,88681.0
Sri Lanka,LUX,106.0
Sri Lanka,Latvia,197.0
Sri Lanka,New Zealand,13119.0
Sri Lanka,Norway,9318.0
Sri Lanka,Poland,141.0
Sri Lanka,Portugal,77.0
Sri Lanka,Slovakia,11.0
Sri Lanka,Slovenia,20.0
Sri Lanka,Spain,675.0
Sri Lanka,Sweden,7440.0
Sri Lanka,Switzerland,31287.337824862392
Sri Lanka,United States,52551.0
Sweden,Australia,10064.0
Sweden,Bulgaria,183.0
Sweden,Canada,7215.0
Sweden,Colombia,202.0
Sweden,Czech Republic,492.0
Sweden,Denmark,20959.0
Sweden,Estonia,819.0
Sweden,France,8136.285203697006
Sweden,Greece,4747.0
Sweden,Hungary,1326.0
Sweden,Italy,5347.0
Sweden,LUX,1311.0
Sweden,Latvia,167.0
Sweden,Lithuania,44.0
Sweden,New Zealand,1572.0
Sweden,Norway,45644.0
Sweden,Poland,1742.0
Sweden,Portugal,2957.0
Sweden,Slovakia,133.0
Sweden,Slovenia,303.0
Sweden,Spain,17250.0
Sweden,Sweden,6660190.0
Sweden,Switzerland,8725.117046356201
Sweden,Turkey,4895.0
Sweden,United States,48697.0
Switzerland,Australia,12128.0
Switzerland,Bulgaria,225.0
Switzerland,Canada,20505.0
Switzerland,Colombia,639.0
Switzerland,Czech Republic,714.0
Switzerland,Denmark,2493.0
Switzerland,Estonia,120.0
Switzerland,France,78403.85542889644
Switzerland,Greece,3324.0
Switzerland,Hungary,2370.0
Switzerland,Italy,183231.0
Switzerland,LUX,1191.0
Switzerland,Latvia,50.0
Switzerland,Lithuania,19.0
Switzerland,New Zealand,2979.0
Switzerland,Norway,2261.0
Switzerland,Poland,856.0
Switzerland,Portugal,15681.0
Switzerland,Slovakia,341.0
Switzerland,Slovenia,904.0
Switzerland,Spain,55518.0
Switzerland,Sweden,3600.0
Switzerland,Switzerland,4796203.780138016
Switzerland,Turkey,13548.0
Switzerland,United States,44392.0
Syria,Australia,25156.0
Syria,Bulgaria,3056.0
Syria,Canada,79920.0
Syria,Colombia,89.0
Syria,Czech Republic,1412.0
Syria,Denmark,26090.0
Syria,Estonia,105.0
Syria,France,36817.825769209994
Syria,Greece,9106.0
Syria,Hungary,2048.0
Syria,Italy,6885.0
Syria,LUX,1955.0
Syria,Latvia,64.0
Syria,Lithuania,137.0
Syria,New Zealand,900.0
Syria,Norway,25011.0
Syria,Poland,1168.0
Syria,Portugal,531.0
Syria,Slovakia,340.0
Syria,Slovenia,203.0
Syria,Spain,9369.0
Syria,Sweden,155195.0
Syria,Switzerland,18161.888167033998
Syria,Turkey,224730.0
Syria,United States,100700.0
Taiwan,Bulgaria,13.0
Taiwan,Canada,69845.0
Taiwan,Colombia,154.0
Taiwan,Czech Republic,278.0
Taiwan,Denmark,415.0
Taiwan,Estonia,25.0
Taiwan,France,5085.780020475388
Taiwan,Italy,999.0
Taiwan,Latvia,15.0
Taiwan,New Zealand,9996.0
Taiwan,Norway,404.0
Taiwan,Poland,590.0
Taiwan,Portugal,100.0
Taiwan,Slovakia,49.0
Taiwan,Slovenia,28.0
Taiwan,Turkey,215.0
Taiwan,United States,390391.0
Thailand,Australia,76957.0
Thailand,Bulgaria,47.0
Thailand,Canada,19165.0
Thailand,Colombia,23.0
Thailand,Czech Republic,1160.0
Thailand,Denmark,13106.0
Thailand,Estonia,141.0
Thailand,France,20692.117875814438
Thailand,Greece,508.0
Thailand,Hungary,1539.0
Thailand,Italy,10050.0
Thailand,Japan,41120.0
Thailand,LUX,660.0
Thailand,Latvia,26.0
Thailand,Lithuania,7.0
Thailand,New Zealand,9279.0
Thailand,Norway,21458.0
Thailand,Poland,592.0
Thailand,Portugal,1577.0
Thailand,Slovakia,198.0
Thailand,Slovenia,336.0
Thailand,South Korea,121579.0
Thailand,Spain,2624.0
Thailand,Sweden,41715.0
Thailand,Switzerland,18504.38383579254
Thailand,Turkey,2838.0
Thailand,United States,258380.0
Trinidad and Tobago,Australia,1542.0
Trinidad and Tobago,Bulgaria,2.0
Trinidad and Tobago,Canada,66420.0
Trinidad and Tobago,Colombia,52.0
Trinidad and Tobago,Czech Republic,13.0
Trinidad and Tobago,Denmark,124.0
Trinidad and Tobago,Estonia,1.0
Trinidad and Tobago,France,567.1343476772308
Trinidad and Tobago,Greece,21.0
Trinidad and Tobago,Hungary,18.0
Trinidad and Tobago,Italy,158.0
Trinidad and Tobago,LUX,25.0
Trinidad and Tobago,New Zealand,126.0
Trinidad and Tobago,Norway,349.0
Trinidad and Tobago,Poland,15.0
Trinidad and Tobago,Portugal,42.0
Trinidad and Tobago,Slovakia,7.0
Trinidad and Tobago,Slovenia,6.0
Trinidad and Tobago,Spain,258.0
Trinidad and Tobago,Sweden,265.0
Trinidad and Tobago,Switzerland,283.52400016937986
Trinidad and Tobago,United States,233119.0
Tunisia,Australia,643.0
Tunisia,Bulgaria,191.0
Tunisia,Canada,27770.0
Tunisia,Colombia,20.0
Tunisia,Czech Republic,1042.0
Tunisia,Denmark,925.0
Tunisia,Estonia,45.0
Tunisia,France,412628.95071604074
Tunisia,Greece,1292.0
Tunisia,Hungary,791.0
Tunisia,Italy,107097.0
Tunisia,LUX,1524.0
Tunisia,Latvia,6.0
Tunisia,Lithuania,5.0
Tunisia,New Zealand,15.0
Tunisia,Norway,1097.0
Tunisia,Poland,1099.0
Tunisia,Portugal,348.0
Tunisia,Slovakia,159.0
Tunisia,Slovenia,90.0
Tunisia,Spain,3685.0
Tunisia,Sweden,5690.0
Tunisia,Switzerland,12816.814956707789
Tunisia,Turkey,6080.0
Tunisia,United States,10183.0
Turkey,Australia,37398.0
Turkey,Bulgaria,5328.0
Turkey,Canada,39085.0
Turkey,Colombia,159.0
Turkey,Czech Republic,2214.0
Turkey,Denmark,32336.0
Turkey,Estonia,678.0
Turkey,France,251105.1859509945
Turkey,Greece,21388.0
Turkey,Hungary,2977.0
Turkey,Italy,19142.0
Turkey,LUX,1649.0
Turkey,Latvia,235.0
Turkey,Lithuania,186.0
Turkey,New Zealand,975.0
Turkey,Norway,12499.0
Turkey,Poland,4031.0
Turkey,Portugal,594.0
Turkey,Slovakia,357.0
Turkey,Slovenia,356.0
Turkey,Spain,5791.0
Turkey,Sweden,49845.0
Turkey,Switzerland,79504.62884902954
Turkey,Turkey,61927468.0
Turkey,United States,141253.0
Ukraine,Australia,13487.0
Ukraine,Bulgaria,10429.0
Ukraine,Canada,82610.0
Ukraine,Colombia,179.0
Ukraine,Czech Republic,150760.0
Ukraine,Denmark,11244.0
Ukraine,Estonia,27595.0
Ukraine,France,29027.080862998962
Ukraine,Greece,20009.0
Ukraine,Hungary,87985.0
Ukraine,Italy,233249.0
Ukraine,LUX,1638.0
Ukraine,Latvia,31429.0
Ukraine,Lithuania,13666.0
Ukraine,New Zealand,1755.0
Ukraine,Norway,5965.0
Ukraine,Poland,373741.0
Ukraine,Portugal,32145.0
Ukraine,Slovakia,12792.0
Ukraine,Slovenia,2643.0
Ukraine,Spain,104380.0
Ukraine,Sweden,10750.0
Ukraine,Switzerland,11585.739070416505
Ukraine,Turkey,29633.0
Ukraine,United States,372224.0
United Kingdom,Australia,1070254.0
United Kingdom,Bulgaria,4532.0
United Kingdom,Canada,493060.0
United Kingdom,Colombia,1269.0
United Kingdom,Czech Republic,5698.0
United Kingdom,Denmark,19239.0
United Kingdom,Estonia,1016.0
United Kingdom,France,152073.651709888
United Kingdom,Greece,16326.0
United Kingdom,Hungary,4665.0
United Kingdom,Italy,59718.0
United Kingdom,Japan,13008.0
United Kingdom,LUX,4805.0
United Kingdom,Latvia,351.0
United Kingdom,Lithuania,445.0
United Kingdom,New Zealand,250269.0
United Kingdom,Norway,18850.0
United Kingdom,Poland,8868.0
United Kingdom,Portugal,26440.0
United Kingdom,Slovakia,1400.0
United Kingdom,Slovenia,678.0
United Kingdom,Spain,274252.0
United Kingdom,Sweden,26835.0
United Kingdom,Switzerland,42063.23406505585
United Kingdom,Turkey,28163.0
United Kingdom,United States,839183.0
United States,Australia,87949.0
United States,Bulgaria,1137.0
United States,Canada,318625.0
United States,Colombia,11790.0
United States,Czech Republic,5833.0
United States,Denmark,12255.0
United States,Estonia,960.0
United States,France,47824.77606701851
United States,Greece,19645.0
United States,Hungary,5173.0
United States,Italy,44707.0
United States,Japan,44215.0
United States,LUX,2543.0
United States,Latvia,373.0
United States,Lithuania,488.0
United States,Mexico,376042.0
United States,New Zealand,24135.0
United States,Norway,17213.0
United States,Poland,12759.0
United States,Portugal,8768.0
United States,Slovakia,1443.0
United States,Slovenia,668.0
United States,Spain,44415.0
United States,Sweden,19805.0
United States,Switzerland,31386.692985534668
United States,Turkey,15367.0
United States,United States,220589457.0
Unknown,Bulgaria,1561.0
Unknown,Colombia,446744.0
Unknown,Czech Republic,852.0
Unknown,Denmark,11203.0
Unknown,Estonia,653.0
Unknown,Greece,7331.0
Unknown,Japan,90351.0
Unknown,LUX,395.0
Unknown,Latvia,5.0
Unknown,Lithuania,3.0
Unknown,New Zealand,49680.0
Unknown,Poland,17975.0
Unknown,Slovakia,13912.0
Unknown,South Korea,382487.0
Unknown,Spain,4608.0
Unknown,Sweden,95660.0
Unknown,Switzerland,5379.135955810547
Unknown,Turkey,1134063.0
Unknown,United States,14600.0
Uzbekistan,Australia,1822.0
Uzbekistan,Bulgaria,991.0
Uzbekistan,Canada,7020.0
Uzbekistan,Colombia,18.0
Uzbekistan,Czech Republic,2444.0
Uzbekistan,Denmark,279.0
Uzbekistan,Estonia,1155.0
Uzbekistan,France,1494.7223048210142
Uzbekistan,Greece,9390.0
Uzbekistan,Hungary,441.0
Uzbekistan,Italy,2637.0
Uzbekistan,LUX,138.0
Uzbekistan,Latvia,2873.0
Uzbekistan,Lithuania,1187.0
Uzbekistan,New Zealand,195.0
Uzbekistan,Norway,644.0
Uzbekistan,Poland,2425.0
Uzbekistan,Portugal,764.0
Uzbekistan,Slovakia,75.0
Uzbekistan,Slovenia,71.0
Uzbekistan,South Korea,53210.0
Uzbekistan,Spain,745.0
Uzbekistan,Sweden,4475.0
Uzbekistan,Switzerland,886.3979969024658
Uzbekistan,Turkey,103106.0
Uzbekistan,United States,67263.0
Venezuela,Australia,6331.0
Venezuela,Bulgaria,33.0
Venezuela,Canada,31400.0
Venezuela,Colombia,576435.0
Venezuela,Czech Republic,414.0
Venezuela,Denmark,874.0
Venezuela,Estonia,68.0
Venezuela,France,11703.242910828949
Venezuela,Greece,1200.0
Venezuela,Hungary,1159.0
Venezuela,Italy,58286.0
Venezuela,LUX,727.0
Venezuela,Latvia,45.0
Venezuela,Lithuania,7.0
Venezuela,Mexico,45607.0
Venezuela,New Zealand,318.0
Venezuela,Norway,1327.0
Venezuela,Poland,388.0
Venezuela,Portugal,38148.0
Venezuela,Slovakia,23.0
Venezuela,Slovenia,100.0
Venezuela,Spain,373632.0
Venezuela,Sweden,1610.0
Venezuela,Switzerland,6558.224997520447
Venezuela,Turkey,309.0
Venezuela,United States,424354.0
Vietnam,Australia,249906.0
Vietnam,Bulgaria,601.0
Vietnam,Canada,196220.0
Vietnam,Colombia,12.0
Vietnam,Czech Republic,33602.0
Vietnam,Denmark,9800.0
Vietnam,Estonia,54.0
Vietnam,France,112565.61936593056
Vietnam,Greece,232.0
Vietnam,Hungary,6202.0
Vietnam,Italy,4553.0
Vietnam,Japan,304647.0
Vietnam,LUX,592.0
Vietnam,Latvia,140.0
Vietnam,Lithuania,63.0
Vietnam,New Zealand,8619.0
Vietnam,Norway,14344.0
Vietnam,Poland,8687.0
Vietnam,Portugal,189.0
Vietnam,Slovakia,2955.0
Vietnam,Slovenia,21.0
Vietnam,South Korea,197890.0
Vietnam,Spain,2755.0
Vietnam,Sweden,16750.0
Vietnam,Switzerland,12142.776026725769
Vietnam,United States,1342107.0
