destination_country,origin_country,gender,age,number
Estonia,Peru,Male,15-24,3.0
Estonia,Peru,Male,25-64,34.0
Estonia,Peru,Male,65+,1.0
Estonia,Pakistan,Female,15-24,7.0
Estonia,Pakistan,Female,25-64,117.0
Estonia,Pakistan,Female,65+,3.0
Estonia,Pakistan,Male,15-24,21.0
Estonia,Pakistan,Male,25-64,350.0
Estonia,Pakistan,Male,65+,3.0
Estonia,Philippines,Female,15-24,10.0
Estonia,Philippines,Female,25-64,95.0
Estonia,Philippines,Male,15-24,11.0
Estonia,Philippines,Male,25-64,40.0
Estonia,Poland,Female,15-24,34.0
Estonia,Poland,Female,25-64,204.0
Estonia,Poland,Female,65+,110.0
Estonia,Poland,Male,15-24,37.0
Estonia,Poland,Male,25-64,308.0
Estonia,Poland,Male,65+,71.0
Estonia,Portugal,Female,15-24,28.0
Estonia,Portugal,Female,25-64,41.0
Estonia,Portugal,Male,15-24,23.0
Estonia,Portugal,Male,25-64,128.0
Estonia,Romania,Female,15-24,13.0
Estonia,Romania,Female,25-64,62.0
Estonia,Romania,Female,65+,12.0
Estonia,Romania,Male,15-24,10.0
Estonia,Romania,Male,25-64,158.0
Estonia,Romania,Male,65+,8.0
Estonia,Senegal,Male,15-24,2.0
Estonia,Senegal,Male,25-64,5.0
Estonia,El Salvador,Female,25-64,4.0
Estonia,El Salvador,Male,15-24,1.0
Estonia,El Salvador,Male,25-64,6.0
Estonia,Somalia,Female,15-24,1.0
Estonia,Somalia,Male,25-64,6.0
Estonia,South Africa,Female,15-24,2.0
Estonia,South Africa,Female,25-64,36.0
Estonia,South Africa,Female,65+,1.0
Estonia,South Africa,Male,15-24,2.0
Estonia,South Africa,Male,25-64,66.0
Estonia,South Africa,Male,65+,1.0
Estonia,Spain,Female,15-24,127.0
Estonia,Spain,Female,25-64,112.0
Estonia,Spain,Female,65+,3.0
Estonia,Spain,Male,15-24,123.0
Estonia,Spain,Male,25-64,339.0
Estonia,Spain,Male,65+,7.0
Estonia,Sri Lanka,Female,15-24,3.0
Estonia,Sri Lanka,Female,25-64,36.0
Estonia,Sri Lanka,Male,15-24,4.0
Estonia,Sri Lanka,Male,25-64,69.0
Estonia,Sweden,Female,15-24,46.0
Estonia,Sweden,Female,25-64,115.0
Estonia,Sweden,Female,65+,11.0
Estonia,Sweden,Male,15-24,87.0
Estonia,Sweden,Male,25-64,459.0
Estonia,Sweden,Male,65+,101.0
Estonia,Switzerland,Female,15-24,20.0
Estonia,Switzerland,Female,25-64,15.0
Estonia,Switzerland,Male,15-24,10.0
Estonia,Switzerland,Male,25-64,69.0
Estonia,Switzerland,Male,65+,6.0
Estonia,Syria,Female,15-24,14.0
Estonia,Syria,Female,25-64,27.0
Estonia,Syria,Male,15-24,13.0
Estonia,Syria,Male,25-64,48.0
Estonia,Syria,Male,65+,3.0
Estonia,Trinidad and Tobago,Female,25-64,1.0
Estonia,Tunisia,Female,15-24,4.0
Estonia,Tunisia,Female,25-64,6.0
Estonia,Tunisia,Male,15-24,7.0
Estonia,Tunisia,Male,25-64,28.0
Estonia,Taiwan,Female,15-24,1.0
Estonia,Taiwan,Female,25-64,18.0
Estonia,Taiwan,Male,15-24,2.0
Estonia,Taiwan,Male,25-64,4.0
Estonia,Thailand,Female,15-24,3.0
Estonia,Thailand,Female,25-64,117.0
Estonia,Thailand,Male,15-24,5.0
Estonia,Thailand,Male,25-64,16.0
Estonia,Turkey,Female,15-24,24.0
Estonia,Turkey,Female,25-64,136.0
Estonia,Turkey,Female,65+,2.0
Estonia,Turkey,Male,15-24,35.0
Estonia,Turkey,Male,25-64,479.0
Estonia,Turkey,Male,65+,2.0
Estonia,Belarus,Female,15-24,73.0
Estonia,Belarus,Female,25-64,2222.0
Estonia,Belarus,Female,65+,3796.0
Estonia,Belarus,Male,15-24,53.0
Estonia,Belarus,Male,25-64,2218.0
Estonia,Belarus,Male,65+,1779.0
Estonia,Georgia,Female,15-24,38.0
Estonia,Georgia,Female,25-64,495.0
Estonia,Georgia,Female,65+,307.0
Estonia,Georgia,Male,15-24,52.0
Estonia,Georgia,Male,25-64,637.0
Estonia,Georgia,Male,65+,231.0
Estonia,Lithuania,Female,15-24,39.0
Estonia,Lithuania,Female,25-64,532.0
Estonia,Lithuania,Female,65+,495.0
Estonia,Lithuania,Male,15-24,34.0
Estonia,Lithuania,Male,25-64,626.0
Estonia,Lithuania,Male,65+,226.0
Estonia,Moldova,Female,15-24,18.0
Estonia,Moldova,Female,25-64,358.0
Estonia,Moldova,Female,65+,149.0
Estonia,Moldova,Male,15-24,41.0
Estonia,Moldova,Male,25-64,660.0
Estonia,Moldova,Male,65+,162.0
Estonia,Russia,Female,15-24,719.0
Estonia,Russia,Female,25-64,26472.0
Estonia,Russia,Female,65+,41738.0
Estonia,Russia,Male,15-24,618.0
Estonia,Russia,Male,25-64,20886.0
Estonia,Russia,Male,65+,18412.0
Estonia,Ukraine,Female,15-24,440.0
Estonia,Ukraine,Female,25-64,7125.0
Estonia,Ukraine,Female,65+,5036.0
Estonia,Ukraine,Male,15-24,449.0
Estonia,Ukraine,Male,25-64,10805.0
Estonia,Ukraine,Male,65+,3740.0
Estonia,Uzbekistan,Female,15-24,11.0
Estonia,Uzbekistan,Female,25-64,355.0
Estonia,Uzbekistan,Female,65+,263.0
Estonia,Uzbekistan,Male,15-24,9.0
Estonia,Uzbekistan,Male,25-64,371.0
Estonia,Uzbekistan,Male,65+,146.0
Estonia,United States,Female,15-24,126.0
Estonia,United States,Female,25-64,192.0
Estonia,United States,Female,65+,17.0
Estonia,United States,Male,15-24,132.0
Estonia,United States,Male,25-64,444.0
Estonia,United States,Male,65+,49.0
Estonia,Venezuela,Female,15-24,2.0
Estonia,Venezuela,Female,25-64,22.0
Estonia,Venezuela,Male,15-24,5.0
Estonia,Venezuela,Male,25-64,38.0
Estonia,Venezuela,Male,65+,1.0
Estonia,Vietnam,Female,15-24,11.0
Estonia,Vietnam,Female,25-64,19.0
Estonia,Vietnam,Male,15-24,2.0
Estonia,Vietnam,Male,25-64,22.0
France,Angola,Female,15-24,1709.4236297607422
France,Angola,Female,25-64,9180.760358333588
France,Angola,Female,65+,396.22753620147705
France,Angola,Male,15-24,1726.518539428711
France,Angola,Male,25-64,8300.849888
France,Angola,Male,65+,726.6821613311768
France,Albania,Female,15-24,2387.504801
France,Albania,Female,25-64,10134.043407678604
France,Albania,Female,65+,927.4012908935548
France,Albania,Male,15-24,3797.7912368774414
France,Albania,Male,25-64,10879.085245132446
France,Albania,Male,65+,690.2913079
France,Afghanistan,Female,15-24,978.6202239990234
France,Afghanistan,Female,25-64,3697.0444765090942
France,Afghanistan,Female,65+,294.2899856567383
France,Afghanistan,Male,15-24,6072.609924316406
France,Afghanistan,Male,25-64,16569.708990335464
France,Afghanistan,Male,65+,557.0134100914001
France,Argentina,Female,15-24,518.6309707164764
France,Argentina,Female,25-64,5912.588186740875
France,Argentina,Female,65+,1736.3634719848633
France,Argentina,Male,15-24,413.6016879081726
France,Argentina,Male,25-64,4655.044031
France,Argentina,Male,65+,1198.1137425899506
France,Australia,Female,15-24,346.2076051235199
France,Australia,Female,25-64,3062.1490108966827
France,Australia,Female,65+,648.3660869598389
France,Australia,Male,15-24,408.1252942085266
France,Australia,Male,25-64,2229.567099571228
France,Australia,Male,65+,502.5321202278137
France,Austria,Female,15-24,311.79774498939514
France,Austria,Female,25-64,2386.031648159027
France,Austria,Female,65+,3281.9964685440063
France,Austria,Male,15-24,147.70964908599854
France,Austria,Male,25-64,1498.420819759369
France,Austria,Male,65+,1922.4578971862795
France,Bulgaria,Female,15-24,2394.085205078125
France,Bulgaria,Female,25-64,11896.441941976547
France,Bulgaria,Female,65+,1291.043152809143
France,Bulgaria,Male,15-24,2203.5589294433594
France,Bulgaria,Male,25-64,9578.061514139175
France,Bulgaria,Male,65+,907.5094013214112
France,Bolivia,Female,15-24,426.9314689636231
France,Bolivia,Female,25-64,2077.5216386318207
France,Bolivia,Female,65+,204.4001522064209
France,Bolivia,Male,15-24,250.74058055877688
France,Bolivia,Male,25-64,1233.5463049411774
France,Bolivia,Male,65+,46.99098491668701
France,Bangladesh,Female,15-24,611.3608293533325
France,Bangladesh,Female,25-64,4836.643978595734
France,Bangladesh,Female,65+,297.2160110473633
France,Bangladesh,Male,15-24,2387.272880554199
France,Bangladesh,Male,25-64,9269.086089
France,Bangladesh,Male,65+,252.0276322364807
France,Belgium,Female,15-24,6026.713434
France,Belgium,Female,25-64,49383.81310915947
France,Belgium,Female,65+,25217.97430586815
France,Belgium,Male,15-24,6174.027492523193
France,Belgium,Male,25-64,42308.86037540436
France,Belgium,Male,65+,17794.393798828125
France,Brazil,Female,15-24,4028.402866363525
France,Brazil,Female,25-64,32169.712718963623
France,Brazil,Female,65+,2560.7889127731323
France,Brazil,Male,15-24,4093.090425491333
France,Brazil,Male,25-64,19607.84476
France,Brazil,Male,65+,1139.488353252411
France,Chile,Female,15-24,356.8583450317383
France,Chile,Female,25-64,5822.432349681854
France,Chile,Female,65+,1718.127453804016
France,Chile,Male,15-24,436.9907217025757
France,Chile,Male,25-64,4931.996223449707
France,Chile,Male,65+,1491.706058
France,Côte d'Ivoire,Female,15-24,8826.296780586243
France,Côte d'Ivoire,Female,25-64,59000.75475740433
France,Côte d'Ivoire,Female,65+,3401.6409950256348
France,Côte d'Ivoire,Male,15-24,12831.804003715515
France,Côte d'Ivoire,Male,25-64,46518.15697336197
France,Côte d'Ivoire,Male,65+,4519.136604785919
France,Cameroon,Female,15-24,6788.768829345703
France,Cameroon,Female,25-64,51331.37725496292
France,Cameroon,Female,65+,5700.2785568237305
France,Cameroon,Male,15-24,7030.107931494713
France,Cameroon,Male,25-64,33723.83867073059
France,Cameroon,Male,65+,3839.2669253349295
France,Democratic Republic of the Congo,Female,15-24,7451.253789663315
France,Democratic Republic of the Congo,Female,25-64,43088.87400686741
France,Democratic Republic of the Congo,Female,65+,2930.4058113098145
France,Democratic Republic of the Congo,Male,15-24,6496.776446819305
France,Democratic Republic of the Congo,Male,25-64,34105.036037921906
France,Democratic Republic of the Congo,Male,65+,3254.9225311279297
France,Colombia,Female,15-24,2725.1587208509445
France,Colombia,Female,25-64,16102.056804656982
France,Colombia,Female,65+,1604.751097202301
France,Colombia,Male,15-24,3408.47539806366
France,Colombia,Male,25-64,11394.087820410728
France,Colombia,Male,65+,618.2020153999329
France,Czech Republic,Female,15-24,275.656834602356
France,Czech Republic,Female,25-64,3476.343892335892
France,Czech Republic,Female,65+,1748.186471939087
France,Czech Republic,Male,15-24,358.4009037017822
France,Czech Republic,Male,25-64,1857.7252292633057
France,Czech Republic,Male,65+,911.02574133873
France,Slovakia,Female,15-24,231.41157150268555
France,Slovakia,Female,25-64,2519.983622
France,Slovakia,Female,65+,418.0659184455872
France,Slovakia,Male,15-24,191.84543466567996
France,Slovakia,Male,25-64,961.2492468357086
France,Slovakia,Male,65+,112.57466077804564
France,Cuba,Female,15-24,141.58003520965576
France,Cuba,Female,25-64,3309.823677539825
France,Cuba,Female,65+,286.18643140792847
France,Cuba,Male,15-24,331.73585987091064
France,Cuba,Male,25-64,2116.865342855453
France,Cuba,Male,65+,129.35307502746582
France,Cambodia,Female,15-24,756.1287918
France,Cambodia,Female,25-64,20172.163378715515
France,Cambodia,Female,65+,10532.383790493011
France,Cambodia,Male,15-24,687.0414500236511
France,Cambodia,Male,25-64,14554.582537651062
France,Cambodia,Male,65+,10229.836250782011
France,Canada,Female,15-24,1267.573637008667
France,Canada,Female,25-64,9538.266244411469
France,Canada,Female,65+,1923.915395
France,Canada,Male,15-24,1270.257827758789
France,Canada,Male,25-64,7450.491275310516
France,Canada,Male,65+,1332.0624771118164
France,China,Female,15-24,10566.75803375244
France,China,Female,25-64,53211.83086490631
France,China,Female,65+,4493.636742115021
France,China,Male,15-24,5892.087422847748
France,China,Male,25-64,32507.681039094925
France,China,Male,65+,3941.226366043091
France,Germany,Female,15-24,6020.122524261475
France,Germany,Female,25-64,56612.21715974808
France,Germany,Female,65+,41002.84296035767
France,Germany,Male,15-24,5946.861961722374
France,Germany,Male,25-64,45770.648331165314
France,Germany,Male,65+,26470.23355293274
France,Dominican Republic,Female,15-24,643.7545986175537
France,Dominican Republic,Female,25-64,3176.662607192993
France,Dominican Republic,Female,65+,183.4272627830505
France,Dominican Republic,Male,15-24,408.94276428222656
France,Dominican Republic,Male,25-64,1227.0801372528076
France,Dominican Republic,Male,65+,113.4325647354126
France,Algeria,Female,15-24,27878.47290611267
France,Algeria,Female,25-64,399459.7617573738
France,Algeria,Female,65+,266368.3275794983
France,Algeria,Male,15-24,28841.61592245102
France,Algeria,Male,25-64,384373.0709338188
France,Algeria,Male,65+,247192.45802497864
France,Ecuador,Female,15-24,247.1611843109131
France,Ecuador,Female,25-64,3306.099671840668
France,Ecuador,Female,65+,236.30016946792605
France,Ecuador,Male,15-24,530.3905792236328
France,Ecuador,Male,25-64,2200.4292793273926
France,Ecuador,Male,65+,51.52728796005249
France,Eritrea,Female,15-24,200.6606149673462
France,Eritrea,Female,25-64,1410.2144684791565
France,Eritrea,Female,65+,78.23809003829956
France,Eritrea,Male,15-24,317.68571281433105
France,Eritrea,Male,25-64,2217.0645956993103
France,Eritrea,Male,65+,54.72290372848511
France,Ethiopia,Female,15-24,1429.0063877105713
France,Ethiopia,Female,25-64,3728.79597568512
France,Ethiopia,Female,65+,271.7084560394287
France,Ethiopia,Male,15-24,1989.5230560302732
France,Ethiopia,Male,25-64,2790.953668117523
France,Ethiopia,Male,65+,276.3773498535156
France,Egypt,Female,15-24,942.0749192237854
France,Egypt,Female,25-64,6341.586054801941
France,Egypt,Female,65+,3151.5588908195496
France,Egypt,Male,15-24,1788.2403984069824
France,Egypt,Male,25-64,15010.433738708496
France,Egypt,Male,65+,4902.882049560547
France,FJI,Female,25-64,116.39270734786987
France,FJI,Male,15-24,47.133222579956055
France,FJI,Male,25-64,96.81840872764587
France,Bosnia and Herzegovina,Female,15-24,827.1296634674072
France,Bosnia and Herzegovina,Female,25-64,5570.341821670532
France,Bosnia and Herzegovina,Female,65+,1547.055145263672
France,Bosnia and Herzegovina,Male,15-24,489.7828140258789
France,Bosnia and Herzegovina,Male,25-64,5288.593191146851
France,Bosnia and Herzegovina,Male,65+,1285.8416550159454
France,Croatia,Female,15-24,105.14058351516724
France,Croatia,Female,25-64,2503.791867256165
France,Croatia,Female,65+,2385.2788648605347
France,Croatia,Male,15-24,87.76455497741699
France,Croatia,Male,25-64,1444.1233026981354
France,Croatia,Male,65+,2023.1755323410036
France,North Macedonia,Female,15-24,432.31318283081055
France,North Macedonia,Female,25-64,3357.3092727661133
France,North Macedonia,Female,65+,681.6846780776978
France,North Macedonia,Male,15-24,304.18962144851685
France,North Macedonia,Male,25-64,2905.7669467926025
France,North Macedonia,Male,65+,724.8622016906738
France,Serbia,Female,15-24,5178.410223484039
France,Serbia,Female,25-64,28666.075990200043
France,Serbia,Female,65+,8402.63634
France,Serbia,Male,15-24,5338.028381347656
France,Serbia,Male,25-64,27939.31456375122
France,Serbia,Male,65+,8228.82938
France,Finland,Female,15-24,134.80967903137207
France,Finland,Female,25-64,1684.3425986766815
France,Finland,Female,65+,733.6532220840454
France,Finland,Male,15-24,116.71204376220705
France,Finland,Male,25-64,579.5406501293182
France,Finland,Male,65+,198.24379467964167
France,France,Female,15-24,3569687.2333488464
France,France,Female,25-64,14306557.13406372
France,France,Female,65+,7130875.892
France,France,Male,15-24,3754139.8066368094
France,France,Male,25-64,13865965.445907593
France,France,Male,65+,5293876.804199219
France,United Kingdom,Female,15-24,6745.6721868515015
France,United Kingdom,Female,25-64,41924.70808005333
France,United Kingdom,Female,65+,28016.79514408112
France,United Kingdom,Male,15-24,5976.749203443527
France,United Kingdom,Male,25-64,39096.33227
France,United Kingdom,Male,65+,30313.394825458527
France,Ghana,Female,15-24,250.5788974761963
France,Ghana,Female,25-64,2934.363409519196
France,Ghana,Female,65+,298.14378356933594
France,Ghana,Male,15-24,269.7267494
France,Ghana,Male,25-64,2941.2617177963257
France,Ghana,Male,65+,523.1544358730316
France,Guatemala,Female,15-24,626.4655494689941
France,Guatemala,Female,25-64,818.9560332298279
France,Guatemala,Female,65+,95.91079807281494
France,Guatemala,Male,15-24,692.6218049526215
France,Guatemala,Male,25-64,685.1268117427826
France,Guatemala,Male,65+,50.72264528274536
France,Guyana,Female,15-24,231.06722593307492
France,Guyana,Female,25-64,1716.892385005951
France,Guyana,Female,65+,131.2290916442871
France,Guyana,Male,15-24,232.76684999465945
France,Guyana,Male,25-64,836.4960831403732
France,Guyana,Male,65+,168.48868083953855
France,Greece,Female,15-24,878.5959944725037
France,Greece,Female,25-64,4416.232112407684
France,Greece,Female,65+,1677.3015995025637
France,Greece,Male,15-24,708.3615460395813
France,Greece,Male,25-64,3650.6650352478023
France,Greece,Male,65+,1798.5218114852903
France,Honduras,Female,15-24,125.11733484268188
France,Honduras,Female,25-64,625.3893048763275
France,Honduras,Female,65+,19.92795705795288
France,Honduras,Male,15-24,116.30724334716795
France,Honduras,Male,25-64,229.88950371742249
France,Honduras,Male,65+,42.63748359680176
France,Haiti,Female,15-24,8833.043495178223
France,Haiti,Female,25-64,42160.67438030243
France,Haiti,Female,65+,5694.492136001587
France,Haiti,Male,15-24,6709.934864997864
France,Haiti,Male,25-64,29156.512736320496
France,Haiti,Male,65+,5031.099296092987
France,Hungary,Female,15-24,295.23495864868164
France,Hungary,Female,25-64,3754.254630088806
France,Hungary,Female,65+,1466.6484656333923
France,Hungary,Male,15-24,320.83689546585083
France,Hungary,Male,25-64,2389.976410865784
France,Hungary,Male,65+,1504.9419150352478
France,Israel,Female,15-24,360.4896209
France,Israel,Female,25-64,2762.151904
France,Israel,Female,65+,577.2817163467407
France,Israel,Male,15-24,342.5389995574951
France,Israel,Male,25-64,2808.008901834488
France,Israel,Male,65+,702.1660132408142
France,India,Female,15-24,2000.8070945739744
France,India,Female,25-64,22811.863519191746
France,India,Female,65+,3006.8524606227875
France,India,Male,15-24,2775.908402442932
France,India,Male,25-64,24332.17106723785
France,India,Male,65+,3297.866382598877
France,Indonesia,Female,15-24,503.2336959838867
France,Indonesia,Female,25-64,3475.9120926856995
France,Indonesia,Female,65+,532.9436950683594
France,Indonesia,Male,15-24,343.1017370223999
France,Indonesia,Male,25-64,1010.9885754585266
France,Indonesia,Male,65+,309.4301509857178
France,Iran,Female,15-24,440.3594317436218
France,Iran,Female,25-64,8911.661315917969
France,Iran,Female,65+,2911.125116825104
France,Iran,Male,15-24,521.3029823303223
France,Iran,Male,25-64,8767.358122348785
France,Iran,Male,65+,3230.285876274109
France,Iraq,Female,15-24,1044.9284980297089
France,Iraq,Female,25-64,3925.616994142532
France,Iraq,Female,65+,825.0765018463135
France,Iraq,Male,15-24,743.5100059509277
France,Iraq,Male,25-64,4605.583630561829
France,Iraq,Male,65+,1021.8943119049072
France,Ireland,Female,15-24,389.9756107330322
France,Ireland,Female,25-64,3444.2907638549805
France,Ireland,Female,65+,1207.079746723175
France,Ireland,Male,15-24,417.02168893814087
France,Ireland,Male,25-64,2664.629023551941
France,Ireland,Male,65+,840.4899187088013
France,Italy,Female,15-24,11821.910520553589
France,Italy,Female,25-64,49745.62599
France,Italy,Female,65+,84052.32541322708
France,Italy,Male,15-24,11322.947386741638
France,Italy,Male,25-64,52655.052397727966
France,Italy,Male,65+,73783.07875061035
France,Jamaica,Female,15-24,33.60745048522949
France,Jamaica,Female,25-64,293.90414905548096
France,Jamaica,Female,65+,88.04717159
France,Jamaica,Male,15-24,10.357867240905762
France,Jamaica,Male,25-64,197.01978886127472
France,Jamaica,Male,65+,58.25184392929077
France,Japan,Female,15-24,710.6675596237183
France,Japan,Female,25-64,11492.484614372252
France,Japan,Female,65+,2164.155243396759
France,Japan,Male,15-24,707.0495700836182
France,Japan,Male,25-64,3215.6373524665837
France,Japan,Male,65+,988.3810014724731
France,Kenya,Female,15-24,57.85463619232178
France,Kenya,Female,25-64,1080.409140110016
France,Kenya,Female,65+,204.7397089004517
France,Kenya,Male,15-24,99.93176507949828
France,Kenya,Male,25-64,600.1494286060333
France,Kenya,Male,65+,49.59886908531189
France,North Korea,Female,15-24,1069.3267126083374
France,North Korea,Female,25-64,11529.968476295471
France,North Korea,Female,65+,477.352653503418
France,North Korea,Male,15-24,679.3162293434143
France,North Korea,Male,25-64,6180.873455524445
France,North Korea,Male,65+,142.93901872634888
France,Laos,Female,15-24,179.35014152526855
France,Laos,Female,25-64,14225.702517986298
France,Laos,Female,65+,5323.698338508606
France,Laos,Male,15-24,36.20203685760498
France,Laos,Male,25-64,12651.579500436785
France,Laos,Male,65+,4712.712253570557
France,Lebanon,Female,15-24,1923.2519912719729
France,Lebanon,Female,25-64,15474.45009469986
France,Lebanon,Female,65+,3877.4487524032593
France,Lebanon,Male,15-24,1874.8791198730469
France,Lebanon,Male,25-64,18520.374093055725
France,Lebanon,Male,65+,5571.414755821228
France,Morocco,Female,15-24,24844.88766860962
France,Morocco,Female,25-64,351968.8741939068
France,Morocco,Female,65+,127882.5646276474
France,Morocco,Male,15-24,25117.10603904724
France,Morocco,Male,25-64,325198.73586559296
France,Morocco,Male,65+,139022.84543132782
France,Malaysia,Female,15-24,272.88188552856445
France,Malaysia,Female,25-64,1168.511011
France,Malaysia,Female,65+,221.9637281894684
France,Malaysia,Male,15-24,205.2583737373352
France,Malaysia,Male,25-64,684.2783360481262
France,Malaysia,Male,65+,190.2187623977661
France,Mexico,Female,15-24,977.3700861930848
France,Mexico,Female,25-64,8412.433809041977
France,Mexico,Female,65+,568.9429855
France,Mexico,Male,15-24,949.9821176528932
France,Mexico,Male,25-64,4671.146764993668
France,Mexico,Male,65+,368.9205031394959
France,Myanmar,Female,15-24,12.746696949005129
France,Myanmar,Female,25-64,261.8732924461365
France,Myanmar,Female,65+,56.90747643
France,Myanmar,Male,15-24,6.171693801879883
France,Myanmar,Male,25-64,239.4738965034485
France,Myanmar,Male,65+,14.4647479057312
France,Nigeria,Female,15-24,1394.2939012050629
France,Nigeria,Female,25-64,7897.156895399094
France,Nigeria,Female,65+,245.38950490951535
France,Nigeria,Male,15-24,873.1364936828613
France,Nigeria,Male,25-64,5617.786512374878
France,Nigeria,Male,65+,288.43594312667847
France,Nicaragua,Female,15-24,59.65576267242432
France,Nicaragua,Female,25-64,397.7489919662476
France,Nicaragua,Female,65+,46.101887702941895
France,Nicaragua,Male,15-24,31.574024200439453
France,Nicaragua,Male,25-64,238.2718095779419
France,Nicaragua,Male,65+,14.87567901611328
France,Nepal,Female,15-24,250.7629337310791
France,Nepal,Female,25-64,1091.242615222931
France,Nepal,Male,15-24,674.8373260498047
France,Nepal,Male,25-64,1748.9457211494446
France,Nepal,Male,65+,32.239891052246094
France,Netherlands,Female,15-24,1304.2607526779177
France,Netherlands,Female,25-64,11348.183418750765
France,Netherlands,Female,65+,7407.031029224396
France,Netherlands,Male,15-24,1632.1867237091064
France,Netherlands,Male,25-64,9077.71879005432
France,Netherlands,Male,65+,6654.542306900024
France,New Zealand,Female,15-24,112.37320137023926
France,New Zealand,Female,25-64,656.2166683673859
France,New Zealand,Female,65+,158.44414710998535
France,New Zealand,Male,15-24,89.49974036216736
France,New Zealand,Male,25-64,805.8646128177643
France,New Zealand,Male,65+,138.31835317611694
France,Other,Female,15-24,56826.32281708717
France,Other,Female,25-64,341964.8255801201
France,Other,Female,65+,57147.86190748215
France,Other,Male,15-24,70191.90688681602
France,Other,Male,25-64,311286.7499778271
France,Other,Male,65+,60964.71787548065
France,Peru,Female,15-24,539.7183733
France,Peru,Female,25-64,7099.845652580261
France,Peru,Female,65+,870.4782867431641
France,Peru,Male,15-24,504.1569204330444
France,Peru,Male,25-64,4271.187832355499
France,Peru,Male,65+,806.7693147659302
France,Puerto Rico,Female,15-24,11.13686227798462
France,Puerto Rico,Female,25-64,45.74586582183838
France,Puerto Rico,Female,65+,4.944319248199463
France,Puerto Rico,Male,25-64,95.75869274139404
France,Puerto Rico,Male,65+,24.80394005775452
France,Pakistan,Female,15-24,1035.0166816711426
France,Pakistan,Female,25-64,8534.933650970459
France,Pakistan,Female,65+,678.3839635848999
France,Pakistan,Male,15-24,2639.5301208496094
France,Pakistan,Male,25-64,14332.400987625122
France,Pakistan,Male,65+,1726.3731126785278
France,Philippines,Female,15-24,542.5541586875916
France,Philippines,Female,25-64,12926.985107898712
France,Philippines,Female,65+,1299.8620986938477
France,Philippines,Male,15-24,662.2850952148438
France,Philippines,Male,25-64,4807.308889389038
France,Philippines,Male,65+,450.1325483322144
France,Poland,Female,15-24,2360.6183519363403
France,Poland,Female,25-64,35306.184498786926
France,Poland,Female,65+,16270.074127197266
France,Poland,Male,15-24,2030.231466293335
France,Poland,Male,25-64,23566.702565193176
France,Poland,Male,65+,6749.709938049316
France,Portugal,Female,15-24,14506.311256408691
France,Portugal,Female,25-64,183240.88488173485
France,Portugal,Female,65+,96178.75733566284
France,Portugal,Male,15-24,15517.777208328249
France,Portugal,Male,25-64,194829.14076209068
France,Portugal,Male,65+,89658.38878
France,Romania,Female,15-24,7908.188978
France,Romania,Female,25-64,54873.83567523956
France,Romania,Female,65+,5000.767328262329
France,Romania,Male,15-24,7955.160958
France,Romania,Male,25-64,51120.971688747406
France,Romania,Male,65+,3003.9693336486816
France,Senegal,Female,15-24,7307.501082897186
France,Senegal,Female,25-64,55074.29502058029
France,Senegal,Female,65+,8133.335125923157
France,Senegal,Male,15-24,8399.601371
France,Senegal,Male,25-64,57333.878294467926
France,Senegal,Male,65+,14343.529997825624
France,El Salvador,Female,15-24,233.3503212928772
France,El Salvador,Female,25-64,876.3031725883484
France,El Salvador,Female,65+,45.22713041305542
France,El Salvador,Male,15-24,33.51469707489014
France,El Salvador,Male,25-64,544.1295695304871
France,El Salvador,Male,65+,22.525233268737797
France,Somalia,Female,15-24,359.3720512390137
France,Somalia,Female,25-64,2094.734317302704
France,Somalia,Female,65+,190.7540421485901
France,Somalia,Male,15-24,699.2715439796448
France,Somalia,Male,25-64,2804.3406352996826
France,Somalia,Male,65+,169.80630683898926
France,South Africa,Female,15-24,496.01414489746094
France,South Africa,Female,25-64,2250.269026517868
France,South Africa,Female,65+,640.3126717
France,South Africa,Male,15-24,468.45937156677246
France,South Africa,Male,25-64,2412.574538707733
France,South Africa,Male,65+,406.0631203651428
France,Spain,Female,15-24,9193.778994560242
France,Spain,Female,25-64,54174.557824611664
France,Spain,Female,65+,71711.15978193283
France,Spain,Male,15-24,8630.362380504608
France,Spain,Male,25-64,48128.03743314743
France,Spain,Male,65+,48669.39093208313
France,Sri Lanka,Female,15-24,2131.381417274475
France,Sri Lanka,Female,25-64,19952.125860214237
France,Sri Lanka,Female,65+,2397.1662216186523
France,Sri Lanka,Male,15-24,1791.5440530776978
France,Sri Lanka,Male,25-64,21113.270768642426
France,Sri Lanka,Male,65+,2511.547730445862
France,Sweden,Female,15-24,453.48684072494507
France,Sweden,Female,25-64,3108.7999720573425
France,Sweden,Female,65+,1721.7247881889343
France,Sweden,Male,15-24,211.01562905311584
France,Sweden,Male,25-64,1805.7350816726685
France,Sweden,Male,65+,835.522892
France,Switzerland,Female,15-24,5315.676362
France,Switzerland,Female,25-64,26704.80447912216
France,Switzerland,Female,65+,11364.079550266266
France,Switzerland,Male,15-24,5111.836338043213
France,Switzerland,Male,25-64,21374.312501192093
France,Switzerland,Male,65+,8533.146198272705
France,Syria,Female,15-24,2881.8674776554108
France,Syria,Female,25-64,11278.17068529129
France,Syria,Female,65+,2595.5620398521423
France,Syria,Male,15-24,3672.965932846069
France,Syria,Male,25-64,13204.58194756508
France,Syria,Male,65+,3184.677686
France,Trinidad and Tobago,Female,15-24,4.739015579223633
