destination_country,origin_country,gender,age,number
Lithuania,Lithuania,Male,15-24,138255.0
Lithuania,Lithuania,Male,25-64,720549.0
Lithuania,Lithuania,Male,65+,175107.0
Lithuania,Moldova,Female,15-24,6.0
Lithuania,Moldova,Female,25-64,213.0
Lithuania,Moldova,Female,65+,106.0
Lithuania,Moldova,Male,15-24,3.0
Lithuania,Moldova,Male,25-64,265.0
Lithuania,Moldova,Male,65+,95.0
Lithuania,Russia,Female,15-24,275.0
Lithuania,Russia,Female,25-64,18723.0
Lithuania,Russia,Female,65+,17247.0
Lithuania,Russia,Male,15-24,294.0
Lithuania,Russia,Male,25-64,15310.0
Lithuania,Russia,Male,65+,9185.0
Lithuania,Ukraine,Female,15-24,120.0
Lithuania,Ukraine,Female,25-64,3869.0
Lithuania,Ukraine,Female,65+,2939.0
Lithuania,Ukraine,Male,15-24,107.0
Lithuania,Ukraine,Male,25-64,4142.0
Lithuania,Ukraine,Male,65+,2489.0
Lithuania,Uzbekistan,Female,15-24,3.0
Lithuania,Uzbekistan,Female,25-64,394.0
Lithuania,Uzbekistan,Female,65+,227.0
Lithuania,Uzbekistan,Male,15-24,19.0
Lithuania,Uzbekistan,Male,25-64,408.0
Lithuania,Uzbekistan,Male,65+,136.0
Lithuania,United States,Female,15-24,145.0
Lithuania,United States,Female,25-64,53.0
Lithuania,United States,Female,65+,26.0
Lithuania,United States,Male,15-24,160.0
Lithuania,United States,Male,25-64,89.0
Lithuania,United States,Male,65+,15.0
Lithuania,Venezuela,Male,15-24,3.0
Lithuania,Venezuela,Male,25-64,4.0
Lithuania,Vietnam,Female,25-64,26.0
Lithuania,Vietnam,Female,65+,4.0
Lithuania,Vietnam,Male,25-64,33.0
Mexico,Argentina,Female,15-24,701.0
Mexico,Argentina,Female,25-64,6318.0
Mexico,Argentina,Female,65+,971.0
Mexico,Argentina,Male,15-24,693.0
Mexico,Argentina,Male,25-64,7696.0
Mexico,Argentina,Male,65+,962.0
Mexico,Colombia,Female,15-24,2183.0
Mexico,Colombia,Female,25-64,14970.0
Mexico,Colombia,Female,65+,1079.0
Mexico,Colombia,Male,15-24,2185.0
Mexico,Colombia,Male,25-64,12065.0
Mexico,Colombia,Male,65+,668.0
Mexico,Cuba,Female,15-24,1101.0
Mexico,Cuba,Female,25-64,8533.0
Mexico,Cuba,Female,65+,1306.0
Mexico,Cuba,Male,15-24,986.0
Mexico,Cuba,Male,25-64,11420.0
Mexico,Cuba,Male,65+,1271.0
Mexico,Guatemala,Female,15-24,5581.0
Mexico,Guatemala,Female,25-64,18565.0
Mexico,Guatemala,Female,65+,1711.0
Mexico,Guatemala,Male,15-24,4988.0
Mexico,Guatemala,Male,25-64,17683.0
Mexico,Guatemala,Male,65+,1842.0
Mexico,Honduras,Female,15-24,3069.0
Mexico,Honduras,Female,25-64,10756.0
Mexico,Honduras,Female,65+,411.0
Mexico,Honduras,Male,15-24,4033.0
Mexico,Honduras,Male,25-64,10999.0
Mexico,Honduras,Male,65+,268.0
Mexico,Mexico,Female,15-24,10453866.0
Mexico,Mexico,Female,25-64,32323208.0
Mexico,Mexico,Female,65+,5539854.0
Mexico,Mexico,Male,15-24,10480566.0
Mexico,Mexico,Male,25-64,29576140.0
Mexico,Mexico,Male,65+,4707268.0
Mexico,Other,Female,15-24,17931.0
Mexico,Other,Female,25-64,79493.0
Mexico,Other,Female,65+,13210.0
Mexico,Other,Male,15-24,25289.0
Mexico,Other,Male,25-64,140190.0
Mexico,Other,Male,65+,15414.0
Mexico,El Salvador,Female,15-24,1561.0
Mexico,El Salvador,Female,25-64,6398.0
Mexico,El Salvador,Female,65+,683.0
Mexico,El Salvador,Male,15-24,1840.0
Mexico,El Salvador,Male,25-64,6577.0
Mexico,El Salvador,Male,65+,531.0
Mexico,Spain,Female,15-24,539.0
Mexico,Spain,Female,25-64,4292.0
Mexico,Spain,Female,65+,2805.0
Mexico,Spain,Male,15-24,533.0
Mexico,Spain,Male,25-64,7602.0
Mexico,Spain,Male,65+,2901.0
Mexico,United States,Female,15-24,111009.0
Mexico,United States,Female,25-64,63556.0
Mexico,United States,Female,65+,11892.0
Mexico,United States,Male,15-24,103877.0
Mexico,United States,Male,25-64,71856.0
Mexico,United States,Male,65+,13852.0
Mexico,Venezuela,Female,15-24,3210.0
Mexico,Venezuela,Female,25-64,20257.0
Mexico,Venezuela,Female,65+,1972.0
Mexico,Venezuela,Male,15-24,3044.0
Mexico,Venezuela,Male,25-64,16081.0
Mexico,Venezuela,Male,65+,1043.0
New Zealand,Unknown,Female,15-24,4581.0
New Zealand,Unknown,Female,25-64,13719.0
New Zealand,Unknown,Female,65+,5259.0
New Zealand,Unknown,Male,15-24,5658.0
New Zealand,Unknown,Male,25-64,16335.0
New Zealand,Unknown,Male,65+,4128.0
New Zealand,Albania,Female,25-64,15.0
New Zealand,Albania,Male,15-24,6.0
New Zealand,Albania,Male,25-64,36.0
New Zealand,Afghanistan,Female,15-24,402.0
New Zealand,Afghanistan,Female,25-64,1173.0
New Zealand,Afghanistan,Female,65+,72.0
New Zealand,Afghanistan,Male,15-24,399.0
New Zealand,Afghanistan,Male,25-64,1212.0
New Zealand,Afghanistan,Male,65+,108.0
New Zealand,Argentina,Female,15-24,138.0
New Zealand,Argentina,Female,25-64,1467.0
New Zealand,Argentina,Female,65+,45.0
New Zealand,Argentina,Male,15-24,132.0
New Zealand,Argentina,Male,25-64,1410.0
New Zealand,Argentina,Male,65+,27.0
New Zealand,Australia,Female,15-24,5325.0
New Zealand,Australia,Female,25-64,20442.0
New Zealand,Australia,Female,65+,5682.0
New Zealand,Australia,Male,15-24,5136.0
New Zealand,Australia,Male,25-64,17604.0
New Zealand,Australia,Male,65+,4083.0
New Zealand,Austria,Female,15-24,72.0
New Zealand,Austria,Female,25-64,411.0
New Zealand,Austria,Female,65+,186.0
New Zealand,Austria,Male,15-24,42.0
New Zealand,Austria,Male,25-64,345.0
New Zealand,Austria,Male,65+,285.0
New Zealand,Bulgaria,Female,15-24,18.0
New Zealand,Bulgaria,Female,25-64,330.0
New Zealand,Bulgaria,Female,65+,39.0
New Zealand,Bulgaria,Male,15-24,33.0
New Zealand,Bulgaria,Male,25-64,234.0
New Zealand,Bulgaria,Male,65+,51.0
New Zealand,Bolivia,Female,15-24,15.0
New Zealand,Bolivia,Female,25-64,60.0
New Zealand,Bolivia,Male,25-64,21.0
New Zealand,Bangladesh,Female,15-24,138.0
New Zealand,Bangladesh,Female,25-64,765.0
New Zealand,Bangladesh,Female,65+,30.0
New Zealand,Bangladesh,Male,15-24,183.0
New Zealand,Bangladesh,Male,25-64,1173.0
New Zealand,Bangladesh,Male,65+,21.0
New Zealand,Belgium,Female,15-24,66.0
New Zealand,Belgium,Female,25-64,438.0
New Zealand,Belgium,Female,65+,51.0
New Zealand,Belgium,Male,15-24,78.0
New Zealand,Belgium,Male,25-64,393.0
New Zealand,Belgium,Male,65+,39.0
New Zealand,Brazil,Female,15-24,390.0
New Zealand,Brazil,Female,25-64,3189.0
New Zealand,Brazil,Female,65+,21.0
New Zealand,Brazil,Male,15-24,378.0
New Zealand,Brazil,Male,25-64,3063.0
New Zealand,Brazil,Male,65+,12.0
New Zealand,Chile,Female,15-24,198.0
New Zealand,Chile,Female,25-64,1503.0
New Zealand,Chile,Female,65+,87.0
New Zealand,Chile,Male,15-24,267.0
New Zealand,Chile,Male,25-64,1497.0
New Zealand,Chile,Male,65+,69.0
New Zealand,Cameroon,Female,25-64,9.0
New Zealand,Cameroon,Male,25-64,6.0
New Zealand,Democratic Republic of the Congo,Female,15-24,24.0
New Zealand,Democratic Republic of the Congo,Female,25-64,27.0
New Zealand,Democratic Republic of the Congo,Male,15-24,9.0
New Zealand,Democratic Republic of the Congo,Male,25-64,30.0
New Zealand,Colombia,Female,15-24,210.0
New Zealand,Colombia,Female,25-64,1092.0
New Zealand,Colombia,Female,65+,21.0
New Zealand,Colombia,Male,15-24,225.0
New Zealand,Colombia,Male,25-64,738.0
New Zealand,Czech Republic,Female,15-24,81.0
New Zealand,Czech Republic,Female,25-64,1026.0
New Zealand,Czech Republic,Female,65+,60.0
New Zealand,Czech Republic,Male,15-24,66.0
New Zealand,Czech Republic,Male,25-64,960.0
New Zealand,Czech Republic,Male,65+,54.0
New Zealand,Slovakia,Female,15-24,12.0
New Zealand,Slovakia,Female,25-64,279.0
New Zealand,Slovakia,Male,15-24,18.0
New Zealand,Slovakia,Male,25-64,150.0
New Zealand,Cuba,Female,25-64,12.0
New Zealand,Cuba,Male,25-64,18.0
New Zealand,Cambodia,Female,15-24,363.0
New Zealand,Cambodia,Female,25-64,3090.0
New Zealand,Cambodia,Female,65+,579.0
New Zealand,Cambodia,Male,15-24,357.0
New Zealand,Cambodia,Male,25-64,2598.0
New Zealand,Cambodia,Male,65+,468.0
New Zealand,Canada,Female,15-24,618.0
New Zealand,Canada,Female,25-64,4914.0
New Zealand,Canada,Female,65+,840.0
New Zealand,Canada,Male,15-24,453.0
New Zealand,Canada,Male,25-64,3420.0
New Zealand,Canada,Male,65+,777.0
New Zealand,China,Female,15-24,10797.0
New Zealand,China,Female,25-64,55347.0
New Zealand,China,Female,65+,8724.0
New Zealand,China,Male,15-24,10107.0
New Zealand,China,Male,25-64,43209.0
New Zealand,China,Male,65+,7941.0
New Zealand,Germany,Female,15-24,1557.0
New Zealand,Germany,Female,25-64,6360.0
New Zealand,Germany,Female,65+,1161.0
New Zealand,Germany,Male,15-24,969.0
New Zealand,Germany,Male,25-64,4623.0
New Zealand,Germany,Male,65+,1098.0
New Zealand,Dominican Republic,Female,25-64,9.0
New Zealand,Dominican Republic,Male,25-64,6.0
New Zealand,Algeria,Female,25-64,39.0
New Zealand,Algeria,Male,25-64,48.0
New Zealand,Ecuador,Female,15-24,12.0
New Zealand,Ecuador,Female,25-64,63.0
New Zealand,Ecuador,Male,15-24,6.0
New Zealand,Ecuador,Male,25-64,33.0
New Zealand,Eritrea,Female,15-24,15.0
New Zealand,Eritrea,Female,25-64,69.0
New Zealand,Eritrea,Female,65+,6.0
New Zealand,Eritrea,Male,15-24,6.0
New Zealand,Eritrea,Male,25-64,87.0
New Zealand,Eritrea,Male,65+,6.0
New Zealand,Ethiopia,Female,15-24,135.0
New Zealand,Ethiopia,Female,25-64,546.0
New Zealand,Ethiopia,Female,65+,15.0
New Zealand,Ethiopia,Male,15-24,114.0
New Zealand,Ethiopia,Male,25-64,492.0
New Zealand,Ethiopia,Male,65+,18.0
New Zealand,Egypt,Female,15-24,69.0
New Zealand,Egypt,Female,25-64,417.0
New Zealand,Egypt,Female,65+,111.0
New Zealand,Egypt,Male,15-24,87.0
New Zealand,Egypt,Male,25-64,591.0
New Zealand,Egypt,Male,65+,141.0
New Zealand,FJI,Female,15-24,3489.0
New Zealand,FJI,Female,25-64,23265.0
New Zealand,FJI,Female,65+,3534.0
New Zealand,FJI,Male,15-24,3423.0
New Zealand,FJI,Male,25-64,21906.0
New Zealand,FJI,Male,65+,3000.0
New Zealand,Bosnia and Herzegovina,Female,15-24,9.0
New Zealand,Bosnia and Herzegovina,Female,25-64,150.0
New Zealand,Bosnia and Herzegovina,Female,65+,30.0
New Zealand,Bosnia and Herzegovina,Male,25-64,126.0
New Zealand,Bosnia and Herzegovina,Male,65+,27.0
New Zealand,Croatia,Female,15-24,21.0
New Zealand,Croatia,Female,25-64,471.0
New Zealand,Croatia,Female,65+,330.0
New Zealand,Croatia,Male,15-24,12.0
New Zealand,Croatia,Male,25-64,453.0
New Zealand,Croatia,Male,65+,381.0
New Zealand,North Macedonia,Female,15-24,39.0
New Zealand,North Macedonia,Female,25-64,276.0
New Zealand,North Macedonia,Female,65+,42.0
New Zealand,North Macedonia,Male,15-24,45.0
New Zealand,North Macedonia,Male,25-64,270.0
New Zealand,North Macedonia,Male,65+,36.0
New Zealand,Serbia,Female,15-24,45.0
New Zealand,Serbia,Female,25-64,399.0
New Zealand,Serbia,Female,65+,63.0
New Zealand,Serbia,Male,15-24,45.0
New Zealand,Serbia,Male,25-64,408.0
New Zealand,Serbia,Male,65+,48.0
New Zealand,Finland,Female,15-24,42.0
New Zealand,Finland,Female,25-64,321.0
New Zealand,Finland,Female,65+,66.0
New Zealand,Finland,Male,15-24,12.0
New Zealand,Finland,Male,25-64,111.0
New Zealand,Finland,Male,65+,24.0
New Zealand,France,Female,15-24,621.0
New Zealand,France,Female,25-64,2991.0
New Zealand,France,Female,65+,192.0
New Zealand,France,Male,15-24,624.0
New Zealand,France,Male,25-64,3030.0
New Zealand,France,Male,65+,165.0
New Zealand,United Kingdom,Female,15-24,10296.0
New Zealand,United Kingdom,Female,25-64,71508.0
New Zealand,United Kingdom,Female,65+,41955.0
New Zealand,United Kingdom,Male,15-24,11088.0
New Zealand,United Kingdom,Male,25-64,73938.0
New Zealand,United Kingdom,Male,65+,41484.0
New Zealand,Ghana,Female,15-24,12.0
New Zealand,Ghana,Female,25-64,126.0
New Zealand,Ghana,Male,15-24,18.0
New Zealand,Ghana,Male,25-64,165.0
New Zealand,Guatemala,Female,25-64,21.0
New Zealand,Guatemala,Male,25-64,9.0
New Zealand,Guyana,Female,25-64,30.0
New Zealand,Guyana,Female,65+,18.0
New Zealand,Guyana,Male,25-64,6.0
New Zealand,Greece,Female,15-24,24.0
New Zealand,Greece,Female,25-64,147.0
New Zealand,Greece,Female,65+,237.0
New Zealand,Greece,Male,15-24,15.0
New Zealand,Greece,Male,25-64,201.0
New Zealand,Greece,Male,65+,198.0
New Zealand,Hungary,Female,15-24,42.0
New Zealand,Hungary,Female,25-64,555.0
New Zealand,Hungary,Female,65+,150.0
New Zealand,Hungary,Male,15-24,42.0
New Zealand,Hungary,Male,25-64,447.0
New Zealand,Hungary,Male,65+,204.0
New Zealand,Israel,Female,15-24,75.0
New Zealand,Israel,Female,25-64,297.0
New Zealand,Israel,Male,15-24,72.0
New Zealand,Israel,Male,25-64,372.0
New Zealand,Israel,Male,65+,18.0
New Zealand,India,Female,15-24,5370.0
New Zealand,India,Female,25-64,36885.0
New Zealand,India,Female,65+,3633.0
New Zealand,India,Male,15-24,12510.0
New Zealand,India,Male,25-64,49401.0
New Zealand,India,Male,65+,3681.0
New Zealand,Indonesia,Female,15-24,522.0
New Zealand,Indonesia,Female,25-64,2409.0
New Zealand,Indonesia,Female,65+,480.0
New Zealand,Indonesia,Male,15-24,555.0
New Zealand,Indonesia,Male,25-64,1698.0
New Zealand,Indonesia,Male,65+,441.0
New Zealand,Iran,Female,15-24,174.0
New Zealand,Iran,Female,25-64,1686.0
New Zealand,Iran,Female,65+,129.0
New Zealand,Iran,Male,15-24,186.0
New Zealand,Iran,Male,25-64,1968.0
New Zealand,Iran,Male,65+,162.0
New Zealand,Iraq,Female,15-24,327.0
New Zealand,Iraq,Female,25-64,2010.0
New Zealand,Iraq,Female,65+,369.0
New Zealand,Iraq,Male,15-24,330.0
New Zealand,Iraq,Male,25-64,2112.0
New Zealand,Iraq,Male,65+,393.0
New Zealand,Ireland,Female,15-24,282.0
New Zealand,Ireland,Female,25-64,3342.0
New Zealand,Ireland,Female,65+,984.0
New Zealand,Ireland,Male,15-24,330.0
New Zealand,Ireland,Male,25-64,3846.0
New Zealand,Ireland,Male,65+,990.0
New Zealand,Italy,Female,15-24,132.0
New Zealand,Italy,Female,25-64,870.0
New Zealand,Italy,Female,65+,228.0
New Zealand,Italy,Male,15-24,132.0
New Zealand,Italy,Male,25-64,1305.0
New Zealand,Italy,Male,65+,291.0
New Zealand,Jamaica,Female,15-24,9.0
New Zealand,Jamaica,Female,25-64,63.0
New Zealand,Jamaica,Female,65+,9.0
New Zealand,Jamaica,Male,15-24,9.0
New Zealand,Jamaica,Male,25-64,54.0
New Zealand,Jamaica,Male,65+,9.0
New Zealand,Japan,Female,15-24,1260.0
New Zealand,Japan,Female,25-64,6429.0
New Zealand,Japan,Female,65+,426.0
New Zealand,Japan,Male,15-24,1038.0
New Zealand,Japan,Male,25-64,2412.0
New Zealand,Japan,Male,65+,225.0
New Zealand,Kenya,Female,15-24,129.0
New Zealand,Kenya,Female,25-64,594.0
New Zealand,Kenya,Female,65+,156.0
New Zealand,Kenya,Male,15-24,174.0
New Zealand,Kenya,Male,25-64,513.0
New Zealand,Kenya,Male,65+,156.0
New Zealand,North Korea,Female,15-24,2382.0
New Zealand,North Korea,Female,25-64,12117.0
New Zealand,North Korea,Female,65+,885.0
New Zealand,North Korea,Male,15-24,2340.0
New Zealand,North Korea,Male,25-64,9729.0
New Zealand,North Korea,Male,65+,1050.0
New Zealand,Laos,Female,15-24,18.0
New Zealand,Laos,Female,25-64,378.0
New Zealand,Laos,Female,65+,36.0
New Zealand,Laos,Male,15-24,15.0
New Zealand,Laos,Male,25-64,363.0
New Zealand,Laos,Male,65+,54.0
New Zealand,Lebanon,Female,15-24,6.0
New Zealand,Lebanon,Female,25-64,129.0
New Zealand,Lebanon,Female,65+,39.0
New Zealand,Lebanon,Male,15-24,6.0
New Zealand,Lebanon,Male,25-64,183.0
New Zealand,Lebanon,Male,65+,45.0
New Zealand,Morocco,Female,25-64,27.0
New Zealand,Morocco,Male,25-64,87.0
New Zealand,Malaysia,Female,15-24,1500.0
New Zealand,Malaysia,Female,25-64,7362.0
New Zealand,Malaysia,Female,65+,1164.0
New Zealand,Malaysia,Male,15-24,1395.0
New Zealand,Malaysia,Male,25-64,6066.0
New Zealand,Malaysia,Male,65+,1077.0
New Zealand,Mexico,Female,15-24,81.0
New Zealand,Mexico,Female,25-64,534.0
New Zealand,Mexico,Female,65+,6.0
New Zealand,Mexico,Male,15-24,84.0
New Zealand,Mexico,Male,25-64,546.0
New Zealand,Mexico,Male,65+,9.0
New Zealand,Myanmar,Female,15-24,204.0
New Zealand,Myanmar,Female,25-64,1026.0
New Zealand,Myanmar,Female,65+,123.0
New Zealand,Myanmar,Male,15-24,210.0
New Zealand,Myanmar,Male,25-64,1032.0
New Zealand,Myanmar,Male,65+,105.0
New Zealand,Nigeria,Female,15-24,36.0
New Zealand,Nigeria,Female,25-64,309.0
New Zealand,Nigeria,Male,15-24,33.0
New Zealand,Nigeria,Male,25-64,426.0
New Zealand,Nigeria,Male,65+,9.0
New Zealand,Nepal,Female,15-24,375.0
New Zealand,Nepal,Female,25-64,972.0
New Zealand,Nepal,Female,65+,21.0
New Zealand,Nepal,Male,15-24,543.0
New Zealand,Nepal,Male,25-64,1356.0
New Zealand,Nepal,Male,65+,30.0
New Zealand,Netherlands,Female,15-24,384.0
New Zealand,Netherlands,Female,25-64,4638.0
New Zealand,Netherlands,Female,65+,4392.0
New Zealand,Netherlands,Male,15-24,426.0
New Zealand,Netherlands,Male,25-64,4485.0
New Zealand,Netherlands,Male,65+,4548.0
New Zealand,New Zealand,Female,15-24,222960.0
New Zealand,New Zealand,Female,25-64,808677.0
New Zealand,New Zealand,Female,65+,278106.0
New Zealand,New Zealand,Male,15-24,232248.0
New Zealand,New Zealand,Male,25-64,779592.0
New Zealand,New Zealand,Male,65+,236790.0
New Zealand,Other,Female,15-24,8967.0
New Zealand,Other,Female,25-64,45843.0
New Zealand,Other,Female,65+,10134.0
New Zealand,Other,Male,15-24,9123.0
New Zealand,Other,Male,25-64,45345.0
New Zealand,Other,Male,65+,8523.0
New Zealand,Peru,Female,15-24,30.0
New Zealand,Peru,Female,25-64,456.0
New Zealand,Peru,Female,65+,27.0
New Zealand,Peru,Male,15-24,27.0
New Zealand,Peru,Male,25-64,273.0
New Zealand,Peru,Male,65+,12.0
New Zealand,Pakistan,Female,15-24,267.0
New Zealand,Pakistan,Female,25-64,1698.0
New Zealand,Pakistan,Female,65+,90.0
New Zealand,Pakistan,Male,15-24,279.0
New Zealand,Pakistan,Male,25-64,2043.0
New Zealand,Pakistan,Male,65+,96.0
New Zealand,Philippines,Female,15-24,4290.0
New Zealand,Philippines,Female,25-64,25974.0
New Zealand,Philippines,Female,65+,1449.0
New Zealand,Philippines,Male,15-24,4497.0
New Zealand,Philippines,Male,25-64,23670.0
New Zealand,Philippines,Male,65+,441.0
New Zealand,Poland,Female,15-24,36.0
New Zealand,Poland,Female,25-64,1038.0
New Zealand,Poland,Female,65+,339.0
New Zealand,Poland,Male,15-24,36.0
New Zealand,Poland,Male,25-64,633.0
New Zealand,Poland,Male,65+,216.0
New Zealand,Portugal,Female,15-24,12.0
New Zealand,Portugal,Female,25-64,138.0
New Zealand,Portugal,Female,65+,6.0
New Zealand,Portugal,Male,15-24,9.0
New Zealand,Portugal,Male,25-64,156.0
New Zealand,Portugal,Male,65+,18.0
New Zealand,Romania,Female,15-24,81.0
New Zealand,Romania,Female,25-64,951.0
New Zealand,Romania,Female,65+,153.0
New Zealand,Romania,Male,15-24,84.0
New Zealand,Romania,Male,25-64,822.0
New Zealand,Romania,Male,65+,99.0
New Zealand,El Salvador,Female,25-64,12.0
New Zealand,El Salvador,Male,25-64,15.0
New Zealand,Somalia,Female,15-24,84.0
New Zealand,Somalia,Female,25-64,384.0
New Zealand,Somalia,Female,65+,27.0
New Zealand,Somalia,Male,15-24,75.0
New Zealand,Somalia,Male,25-64,438.0
New Zealand,Somalia,Male,65+,21.0
New Zealand,South Africa,Female,15-24,4773.0
New Zealand,South Africa,Female,25-64,24321.0
New Zealand,South Africa,Female,65+,3408.0
New Zealand,South Africa,Male,15-24,4923.0
New Zealand,South Africa,Male,25-64,23424.0
New Zealand,South Africa,Male,65+,2733.0
New Zealand,Spain,Female,15-24,51.0
New Zealand,Spain,Female,25-64,522.0
New Zealand,Spain,Female,65+,12.0
New Zealand,Spain,Male,15-24,51.0
New Zealand,Spain,Male,25-64,504.0
New Zealand,Spain,Male,65+,15.0
New Zealand,Sri Lanka,Female,15-24,687.0
New Zealand,Sri Lanka,Female,25-64,4758.0
New Zealand,Sri Lanka,Female,65+,711.0
New Zealand,Sri Lanka,Male,15-24,795.0
New Zealand,Sri Lanka,Male,25-64,5457.0
New Zealand,Sri Lanka,Male,65+,711.0
New Zealand,Sweden,Female,15-24,144.0
New Zealand,Sweden,Female,25-64,807.0
New Zealand,Sweden,Female,65+,81.0
New Zealand,Sweden,Male,15-24,78.0
New Zealand,Sweden,Male,25-64,387.0
New Zealand,Sweden,Male,65+,75.0
New Zealand,Switzerland,Female,15-24,177.0
New Zealand,Switzerland,Female,25-64,1020.0
New Zealand,Switzerland,Female,65+,330.0
New Zealand,Switzerland,Male,15-24,159.0
New Zealand,Switzerland,Male,25-64,879.0
New Zealand,Switzerland,Male,65+,414.0
New Zealand,Syria,Female,15-24,108.0
New Zealand,Syria,Female,25-64,333.0
New Zealand,Syria,Female,65+,21.0
New Zealand,Syria,Male,15-24,96.0
New Zealand,Syria,Male,25-64,324.0
New Zealand,Syria,Male,65+,18.0
New Zealand,Trinidad and Tobago,Female,25-64,57.0
New Zealand,Trinidad and Tobago,Female,65+,15.0
New Zealand,Trinidad and Tobago,Male,25-64,39.0
New Zealand,Trinidad and Tobago,Male,65+,15.0
New Zealand,Tunisia,Female,25-64,9.0
New Zealand,Tunisia,Male,25-64,6.0
New Zealand,Taiwan,Female,15-24,501.0
New Zealand,Taiwan,Female,25-64,4452.0
New Zealand,Taiwan,Female,65+,696.0
New Zealand,Taiwan,Male,15-24,486.0
New Zealand,Taiwan,Male,25-64,3126.0
New Zealand,Taiwan,Male,65+,735.0
New Zealand,Thailand,Female,15-24,921.0
New Zealand,Thailand,Female,25-64,5199.0
New Zealand,Thailand,Female,65+,204.0
New Zealand,Thailand,Male,15-24,807.0
New Zealand,Thailand,Male,25-64,2097.0
New Zealand,Thailand,Male,65+,51.0
New Zealand,Turkey,Female,15-24,33.0
New Zealand,Turkey,Female,25-64,309.0
New Zealand,Turkey,Female,65+,9.0
New Zealand,Turkey,Male,15-24,48.0
New Zealand,Turkey,Male,25-64,564.0
New Zealand,Turkey,Male,65+,12.0
New Zealand,Belarus,Female,15-24,6.0
New Zealand,Belarus,Female,25-64,141.0
New Zealand,Belarus,Female,65+,6.0
New Zealand,Belarus,Male,25-64,69.0
New Zealand,Georgia,Female,25-64,15.0
New Zealand,Georgia,Male,25-64,12.0
New Zealand,Lithuania,Female,15-24,12.0
New Zealand,Lithuania,Female,25-64,111.0
New Zealand,Lithuania,Female,65+,9.0
New Zealand,Lithuania,Male,15-24,15.0
New Zealand,Lithuania,Male,25-64,45.0
New Zealand,Lithuania,Male,65+,9.0
New Zealand,Moldova,Female,25-64,60.0
New Zealand,Moldova,Male,15-24,6.0
New Zealand,Moldova,Male,25-64,33.0
New Zealand,Russia,Female,15-24,522.0
New Zealand,Russia,Female,25-64,3360.0
New Zealand,Russia,Female,65+,423.0
New Zealand,Russia,Male,15-24,489.0
New Zealand,Russia,Male,25-64,2196.0
New Zealand,Russia,Male,65+,213.0
New Zealand,Ukraine,Female,15-24,75.0
New Zealand,Ukraine,Female,25-64,864.0
New Zealand,Ukraine,Female,65+,123.0
New Zealand,Ukraine,Male,15-24,69.0
New Zealand,Ukraine,Male,25-64,546.0
New Zealand,Ukraine,Male,65+,78.0
New Zealand,Uzbekistan,Female,15-24,9.0
New Zealand,Uzbekistan,Female,25-64,108.0
New Zealand,Uzbekistan,Male,15-24,9.0
New Zealand,Uzbekistan,Male,25-64,69.0
New Zealand,United States,Female,15-24,2058.0
New Zealand,United States,Female,25-64,9486.0
New Zealand,United States,Female,65+,1575.0
New Zealand,United States,Male,15-24,1764.0
New Zealand,United States,Male,25-64,7338.0
New Zealand,United States,Male,65+,1914.0
New Zealand,Venezuela,Female,15-24,18.0
New Zealand,Venezuela,Female,25-64,156.0
New Zealand,Venezuela,Male,15-24,18.0
New Zealand,Venezuela,Male,25-64,126.0
New Zealand,Vietnam,Female,15-24,792.0
New Zealand,Vietnam,Female,25-64,3642.0
New Zealand,Vietnam,Female,65+,369.0
New Zealand,Vietnam,Male,15-24,699.0
New Zealand,Vietnam,Male,25-64,2808.0
New Zealand,Vietnam,Male,65+,309.0
Norway,Angola,Female,15-24,43.0
Norway,Angola,Female,25-64,208.0
Norway,Angola,Female,65+,6.0
Norway,Angola,Male,15-24,39.0
Norway,Angola,Male,25-64,191.0
Norway,Albania,Female,15-24,96.0
Norway,Albania,Female,25-64,1029.0
Norway,Albania,Female,65+,27.0
Norway,Albania,Male,15-24,89.0
Norway,Albania,Male,25-64,1402.0
Norway,Albania,Male,65+,23.0
Norway,Afghanistan,Female,15-24,1139.0
Norway,Afghanistan,Female,25-64,4746.0
Norway,Afghanistan,Female,65+,240.0
Norway,Afghanistan,Male,15-24,3772.0
Norway,Afghanistan,Male,25-64,6445.0
Norway,Afghanistan,Male,65+,214.0
Norway,Argentina,Female,15-24,47.0
Norway,Argentina,Female,25-64,492.0
Norway,Argentina,Female,65+,87.0
Norway,Argentina,Male,15-24,36.0
Norway,Argentina,Male,25-64,610.0
Norway,Argentina,Male,65+,67.0
Norway,Australia,Female,15-24,99.0
Norway,Australia,Female,25-64,664.0
Norway,Australia,Female,65+,94.0
Norway,Australia,Male,15-24,130.0
Norway,Australia,Male,25-64,1231.0
Norway,Australia,Male,65+,64.0
Norway,Austria,Female,15-24,94.0
Norway,Austria,Female,25-64,519.0
Norway,Austria,Female,65+,187.0
Norway,Austria,Male,15-24,68.0
Norway,Austria,Male,25-64,613.0
Norway,Austria,Male,65+,152.0
Norway,Bulgaria,Female,15-24,319.0
Norway,Bulgaria,Female,25-64,2654.0
Norway,Bulgaria,Female,65+,136.0
Norway,Bulgaria,Male,15-24,399.0
Norway,Bulgaria,Male,25-64,3373.0
Norway,Bulgaria,Male,65+,135.0
Norway,Bolivia,Female,15-24,41.0
Norway,Bolivia,Female,25-64,230.0
Norway,Bolivia,Female,65+,13.0
Norway,Bolivia,Male,15-24,54.0
Norway,Bolivia,Male,25-64,208.0
Norway,Bolivia,Male,65+,22.0
