city,latitude,longitude,country,population
Ramachandrapuram,16.85,82.02,India,43657
Chembra,11.042,75.911,India,43632
Shoranur,10.77,76.28,India,43533
Nilothi,28.8167,76.8667,India,43371
Jambusar,22.05,72.8,India,43344
Kottoppadam,10.9979,76.3914,India,43283
Ambasamudram,8.7037,77.4527,India,43215
Yeola,20.042,74.489,India,43205
Kayalpattanam,8.5638,78.1246,India,43116
Rudauli,26.75,81.75,India,43091
Dhaka,26.72,85.33,India,43074
Barhiya,25.2833,86.0333,India,43032
Kattivakkam,13.2167,80.3167,India,43018
Saoner,21.3858,78.9201,India,43000
Periyakulam,10.1239,77.5475,India,42976
Bairagnia,26.7381,85.2736,India,42895
Pirthipur,25.1853,78.665,India,42883
Mahbubabad,17.6167,80.0167,India,42851
Limbdi,22.5685,71.7949,India,42769
Thol,23.0674,72.5121,India,42699
Barpeta,26.32,91,India,42649
Kharik,25.3679,87.0026,India,42638
Salar,23.7748,88.1026,India,42594
Jajpur,21.214,86.107,India,42555
Alluru,15.1336,78.4975,India,42545
Kadalur,11.1333,75.8167,India,42516
Jambughoda,22.3667,73.7167,India,42476
Karsiyang,26.8778,88.2772,India,42446
Bhatpalli,18.4293,79.8635,India,42387
Than,22.5667,71.1833,India,42351
Laungowal,30.2167,75.6833,India,42346
Akbarpur,26.4333,82.5403,India,42248
Palladam,10.99,77.2,India,42225
Karmegh,26.5307,86.4263,India,42203
Anakaputtur,12.9823,80.1282,India,42131
Dildarnagar,25.4309,83.6665,India,42121
Kalol,22.606,73.463,India,42100
Pratapgarh,24.03,74.78,India,42079
Nathdwara,24.93,73.82,India,42016
Muttayyapuram,8.7498,78.1311,India,41993
Naikankudi,9.843,77.1519,India,41980
Barauli,26.3815,84.5872,India,41877
Diamond Harbour,22.191,88.1905,India,41802
Surampatti,11.3411,77.6956,India,41782
Narayanpet,16.7445,77.496,India,41752
Saidpur Dabra,25.3207,87.1793,India,41734
Berubari,26.3603,88.7152,India,41593
Rajgir,25.03,85.42,India,41587
Indi,17.1773,75.9526,India,41556
Rajaori,33.3767,74.3122,India,41552
Nalhati,24.294,87.839,India,41534
Sanand,22.98,72.38,India,41530
Kodinar,20.86,70.8,India,41492
Sagauli,26.7639,84.7434,India,41490
Golaghat,26.52,93.97,India,41489
Pileru,13.6549,78.9471,India,41489
Memari,23.2,88.12,India,41451
Kendraparha,20.5,86.42,India,41404
Naini Tal,29.3919,79.4542,India,41377
Ramganj Mandi,24.6472,75.9444,India,41328
Jayamkondacholapuram,11.2127,79.3637,India,41273
Cherupulassheri,10.8793,76.3148,India,41267
Trikarpur North,12.1439,75.1789,India,41201
Shutayil,12.1439,75.1789,India,41201
Agar,23.7118,76.0157,India,41193
Peddapalli,18.6162,79.3832,India,41171
Bilasipara,26.2328,90.2341,India,41145
Palia Kalan,28.45,80.5833,India,41126
Halol,22.5,73.47,India,41108
Kallar,9.85,77.1333,India,41103
Patti,31.28,74.86,India,40976
Dhamdaha,25.7435,87.1835,India,40916
Talukkara,10.95,75.9097,India,40884
Talcher,20.95,85.23,India,40841
Qadian,31.8192,75.3764,India,40827
Pamban,9.279,79.2109,India,40822
Vavveru,14.5594,79.8725,India,40776
Buddh Gaya,24.6981,84.9869,India,40731
Kadur,13.5529,76.0116,India,40674
Mundakkal,11.3244,75.9928,India,40670
Sherghati,24.5617,84.7953,India,40666
Pilani,28.37,75.6,India,40590
Nowgong,25.0574,79.4381,India,40580
Janjgir,22.017,82.567,India,40561
Erramvaripalem,15.8495,80.3861,India,40482
Krishnarajasagara,12.4398,76.3828,India,40435
Marakkara,10.95,76.0333,India,40404
Channarayapatna,12.902,76.364,India,40400
Palampur,32.1097,76.5366,India,40385
Jhabua,22.7677,74.5909,India,40361
Vellakkovil,10.93,77.72,India,40359
Sabalgarh,26.25,77.4,India,40333
Murtajapur,20.73,77.51,India,40295
Peringalam,11.7137,75.586,India,40292
Merta,26.65,74.0333,India,40221
Uttarkashi,30.73,78.45,India,40220
Maihar,24.262,80.761,India,40192
Begamganj,23.5992,78.3406,India,40191
Tiruchendur,8.4946,78.1219,India,40171
Kilakkarai,9.2314,78.7848,India,40143
Kalimpong,27.06,88.47,India,40143
Phulwaria,25.4697,85.9847,India,40122
Kakrala,27.8922,79.1953,India,40081
Kunigal,13.0232,77.0252,India,40052
Mailapur,13.021,77.938,India,40050
Varkkallai,8.7433,76.6968,India,40048
Mayyanad,8.8391,76.6469,India,40039
Panaji,15.4989,73.8278,India,40017
Chikodi,16.43,74.6,India,40000
Rajgarh,22.68,74.95,India,40000
Sindgi,16.92,76.234,India,40000
Wadegaon,20.34,76.51,India,40000
Sardulgarh,29.697,75.2388,India,40000
Samalkha,29.23,77.02,India,40000
Junnar,19.2,73.88,India,40000
Salaiya,23.1,80.12,India,40000
Ramdurg,15.95,75.3,India,39841
Amudalavalasa,18.4167,83.9,India,39799
Atmakur,15.8779,78.5884,India,39794
Kovvur,17.017,81.731,India,39667
Basudebpur,21.1197,86.729,India,39607
Pachrukha,26.7373,84.8861,India,39474
Lalganj,25.87,85.18,India,39432
Islampur,25.1407,85.2059,India,39425
Khachrod,23.4232,75.2819,India,39382
Badepalli,16.7549,78.1443,India,39374
Sijua,23.7762,86.3303,India,39372
Seram,17.1786,77.29,India,39341
Vadasinor,22.95,73.33,India,39330
Jogbani,26.3961,87.2597,India,39281
Solan,30.905,77.097,India,39256
Hailakandi,24.6839,92.561,India,39255
Erattukulakkada,8.9,76.8833,India,39244
Nawabganj,28.54,79.633,India,39241
Ayirapuram,9.88,76.3,India,39214
Idangansalai,11.6272,77.989,India,39118
Chittaranjan,23.87,86.87,India,39098
Partapnagar,25.4145,87.0787,India,39050
Revelganj,25.78,84.67,India,39039
Amla,21.9248,78.1279,India,39009
Betamcherla,15.4667,78.1667,India,38994
Nallur,11.1003,77.3914,India,38933
Penumur,13.3667,79.1833,India,38912
Walajapet,12.9255,79.3652,India,38907
Tuvagudi,10.7526,78.8298,India,38887
Dwarka,22.2464,68.9667,India,38873
Birmitrapur,22.4,84.7667,India,38870
Pehowa,29.98,76.58,India,38853
Nurpur,29.15,78.4,India,38806
Mehidpur,23.4888,75.658,India,38780
Tinnanur,13.1145,80.0271,India,38718
Vetapalem,15.78,80.32,India,38671
Paravurkambolam,8.81,76.6702,India,38649
Vengat,11.8828,75.5351,India,38606
Rajula,21.05,71.43,India,38489
Mahadeopur,18.7316,79.9837,India,38451
Melmadai,9.9264,78.1503,India,38409
Buchireddipalem,14.538,79.875,India,38405
Khairtal,27.8346,76.6388,India,38298
Taki,22.59,88.92,India,38263
Porur,13.0356,80.1582,India,38179
Pallipram,11.15,75.9,India,38166
Karuvambram,11.0158,76.1131,India,38153
Shankarpur Khawas,25.2016,87.1496,India,38092
Thakraha,26.7419,84.2562,India,38063
Dubrajpur,23.8,87.38,India,38041
Gurais,34.6333,74.8333,India,37992
Goribidnur,13.6111,77.5167,India,37947
Srinagar,30.22,78.78,India,37911
Dhanera,24.52,72.02,India,37893
Pen,18.75,73.08,India,37852
Cheyyar,12.662,79.5435,India,37802
Pathanamthitta,9.2648,76.787,India,37802
Charaut,26.5322,85.7942,India,37775
Rani,25.5564,85.9021,India,37763
Manali,13.1667,80.2667,India,37748
Mamun,32.2824,75.6983,India,37746
Coondapoor,13.6313,74.6902,India,37740
Gomoh,23.8735,86.1516,India,37734
Aklera,24.42,76.57,India,37714
Rawatbhata,24.93,75.58,India,37701
Satana,20.5797,74.216,India,37701
Basavana Bagevadi,16.5728,75.9725,India,37699
Huzurabad,18.2,79.42,India,37656
Attingal,8.68,76.83,India,37648
Hatta,24.1341,79.6012,India,37638
Malavalli,12.38,77.08,India,37601
Sarangpur,23.57,76.47,India,37435
Sandur,15.1,76.55,India,37431
Kanigiri,15.4,79.5167,India,37420
Jaito,30.4509,74.8829,India,37377
Phulbani,20.47,84.23,India,37371
Lahar,26.194,78.9414,India,37293
Pilibangan,29.4888,74.0748,India,37288
Gajendragarh,15.7363,75.9698,India,37258
Jale,26.38,85.72,India,37256
Paravur Tekkumbhagam,8.811,76.669,India,37245
Vettur,8.7178,76.7444,India,37219
Chunar,25.13,82.9,India,37185
Ratia,29.6833,75.575,India,37152
Kadiyam,16.9167,81.8333,India,37149
Bahadurganj,26.2617,87.8244,India,37115
Jagdispur,25.4674,84.4204,India,37072
Sitalkuchi,26.1697,89.1914,India,37052
Pujali,22.4679,88.1452,India,37047
Dargot,31.2411,76.9358,India,37000
Dachepalle,16.6,79.7333,India,37000
Nakodar,31.1275,75.4781,India,36973
Lunavada,23.1333,73.6167,India,36954
Dalkola,25.8767,87.8414,India,36930
Bindki,26.03,80.6,India,36926
Kankuria,24.6523,87.9604,India,36925
Vavur,11.2167,75.9083,India,36909
Musiri,10.9518,78.4434,India,36882
Pathri,19.25,76.45,India,36853
Kesavapuram,8.4212,76.9996,India,36836
Mahe,11.7011,75.5367,India,36828
Tuensang,26.2716,94.8314,India,36774
Mulavana,8.9936,76.6765,India,36774
Manoli,15.78,75.12,India,36765
Lakshmeshwar,15.13,75.47,India,36754
Zira,30.97,74.99,India,36732
Karamadai,11.2428,76.9617,India,36718
Robertsganj,24.7,83.07,India,36689
Thana Bhawan,29.5833,77.4167,India,36669
Hojai,26,92.87,India,36638
Kidangazhi,11.0333,76.1,India,36602
Nemmara,10.5934,76.6006,India,36549
Punarakh,25.493,85.8054,India,36541
Patamundai,20.57,86.57,India,36528
Kodaikanal,10.23,77.48,India,36501
Chelora,11.8892,75.4293,India,36500
Ichchapuram,19.12,84.7,India,36493
Purna,19.18,77.05,India,36433
Maur,30.0833,75.25,India,36356
Nargund,15.72,75.38,India,36291
Parappur,11.0335,76.0001,India,36270
Kotma,23.2038,81.979,India,36263
Nellaya,10.8729,76.289,India,36146
Balarampuram,8.3833,77.0833,India,36134
Dinhata,26.13,89.47,India,36124
Dighwara,25.7443,85.01,India,36124
Garhakota,23.7791,79.1432,India,36119
Vempalle,14.3667,78.4667,India,36031
Wai,17.95,73.89,India,36030
Malpura,26.28,75.38,India,36028
Pihani,27.6199,80.2034,India,36014
Shirdi,19.77,74.48,India,36004
Nim ka Thana,27.735,75.7797,India,36000
Taloda,21.5607,74.22,India,36000
Naduvattam,11.0583,75.8569,India,35996
Chekkal,8.3653,77.1075,India,35992
Tarikere,13.7104,75.8122,India,35942
Mokokchung,26.32,94.5,India,35913
Majhaul,25.557,86.128,India,35905
Partur,19.5911,76.2161,India,35883
Jalarpet,12.5703,78.5732,India,35860
Tirkadavur,8.9206,76.5948,India,35859
Huzurnagar,16.9,79.8833,India,35850
Pantnagar,28.97,79.41,India,35820
Kattipparutti,10.8833,76.05,India,35795
Kalakkadu,8.5138,77.5494,India,35758
Kharagpur,25.1245,86.5558,India,35739
Shiggaon,14.991,75.223,India,35678
Mahna,30.228,74.9937,India,35678
Hole Narsipur,12.7863,76.2433,India,35671
Chitapur,17.1201,77.0869,India,35647
Medchal,17.6297,78.4814,India,35611
Narsampet,17.9285,79.8925,India,35571
Uravakonda,14.95,77.27,India,35565
Savanur,14.9731,75.3328,India,35563
Rafiganj,24.82,84.65,India,35536
Aravankara,11.0745,75.9369,India,35534
Sirohi,24.885,72.8625,India,35531
Udhampur,32.916,75.1419,India,35507
Umarga,17.84,76.6217,India,35477
Hamirpur,25.95,80.15,India,35475
Ulliyil,12.0333,75.65,India,35429
Guskhara,23.5,87.75,India,35388
Chakapara,22.63,88.35,India,35282
Surandai,8.9773,77.4206,India,35272
Usilampatti,9.9651,77.7885,India,35219
Perunad,8.9563,76.64,India,35173
Giddalur,15.3764,78.9251,India,35150
Pappinissheri,11.95,75.35,India,35134
Tazhakara,9.2551,76.5539,India,35126
Pandaul,26.2517,86.0747,India,35113
Bibhutpur,25.6878,85.9992,India,35105
Rawatsar,29.28,74.38,India,35102
Pulppatta,11.1511,76.0669,India,35093
Yellandu,17.6,80.33,India,35056
Marancheri,10.7383,75.9736,India,35011
Wokha,26.1,94.27,India,35004
Bapaura,28.815,76.063,India,35000
Chiplun,17.53,73.52,India,35000
Harra,29.1278,77.4861,India,35000
Mel Nariyappanur,11.6495,78.8599,India,35000
Dulhanganj,25.382,84.858,India,35000
Karumattampatti,11.1093,77.182,India,34949
Lingsugur,16.17,76.52,India,34932
Shiyali,11.2391,79.7357,India,34927
Madukkarai,10.9057,76.9634,India,34902
Alandatte,12.191,75.4673,India,34878
Vadigenhalli,13.29,77.8,India,34866
Hirakud,21.525,83.8727,India,34840
Munnarkod,10.98,76.47,India,34839
Mannarakkat,10.98,76.47,India,34839
Allagadda,15.1322,78.5138,India,34815
Khajamahalpur,17.8,77.36,India,34784
Safidon,29.42,76.67,India,34728
Kolattupuzha,8.9082,77.0555,India,34721
Dhamnod,22.2093,75.4706,India,34680
Manamadurai,9.6956,78.4564,India,34653
Marutharod,10.7737,76.6973,India,34627
Banda,24.0449,78.9609,India,34561
Paithan,19.4751,75.3856,India,34556
Dapoli,17.7589,73.1856,India,34544
Kulittalai,10.9357,78.4241,India,34532
Ankola,14.6605,74.3047,India,34502
Madakalavaripalli,14.7475,79.0843,India,34449
Zaidpur,26.83,81.33,India,34443
Kita Chauhattar,25.677,84.872,India,34342
Degana,26.8951,74.3222,India,34315
Kalaruch,34.5731,74.321,India,34280
Aiyappan Kovil,9.7158,77.0333,India,34267
Vedaranniyam,10.3774,79.8495,India,34266
Baraidih,25.9798,86.1434,India,34236
Badiadka,12.5833,75.0667,India,34207
Tiruvur,17.1,80.6,India,34173
Kokrajhar,26.4,90.27,India,34136
Risod,19.97,76.78,India,34136
Almora,29.5971,79.6591,India,34122
Balarampur,26.2432,89.5863,India,34113
Titlagarh,20.2871,83.1466,India,34067
Waris Aliganj,25.01,85.63,India,34056
Jamkhed,18.72,75.32,India,34017
Rudarpur,26.4293,83.6104,India,34014
Kallidaikurichi,8.6859,77.4659,India,33984
Annigeri,15.4251,75.4335,India,33937
Pulgaon,20.726,78.317,India,33925
Mulavur,10.0111,76.6056,India,33901
Toda Bhim,26.9167,76.8167,India,33876
Byadgi,14.6733,75.4868,India,33875
Kadungapuram,11.0167,76.0667,India,33790
Bangaon,25.8673,86.5115,India,33770
Narsipatnam,17.665,82.614,India,33757
Kaippakancheri,10.938,75.987,India,33721
Vemalwada,18.4667,78.8833,India,33706
Kasba,25.8564,87.5384,India,33691
Chavakkad,10.582,76.041,India,33543
Manganam,9.7958,76.45,India,33523
Chempalli,12.0451,75.5074,India,33489
Dhekiajuli,26.7037,92.4781,India,33460
Mangalam,10.845,75.919,India,33442
Vettam,10.8667,75.9,India,33430
Madhubani,26.5147,84.7645,India,33425
Angamali,10.196,76.386,India,33424
Darsi,15.7667,79.6833,India,33418
Siripur,25.997,86.9599,India,33417
Madikeri,12.4209,75.7397,India,33381
Kondapalle,16.6183,80.5411,India,33373
Bamaur,26.339,78.101,India,33299
Churi,23.6549,85.0128,India,33293
Kidamangalam,10.3167,76.1333,India,33293
Hisua,24.8336,85.4173,India,33270
Zamania,25.4194,83.5569,India,33243
Kavundappadi,11.4248,77.5579,India,33227
Kartarpur,31.4427,75.4985,India,33207
Borne,25.5431,86.6999,India,33199
Shamsabad,27.02,78.13,India,33144
Shikarpur,28.2814,78.0108,India,33130
Umaria,23.38,81.1,India,33114
Tekkebhagam,9.4361,76.5667,India,33087
Chanderi,24.72,78.13,India,33081
Kareli,22.9153,79.0638,India,33056
Hangal,14.7646,75.1246,India,33011
Turkauliya,26.6079,84.8296,India,32986
Elesvaram,17.2833,82.1,India,32957
Fatehpur Sikri,27.091,77.661,India,32905
Patratu,23.67,85.28,India,32899
Sanchor,24.7536,71.7714,India,32875
Lohagaon,20.6,77.6833,India,32857
Umarkot,19.6653,82.2063,India,32813
Arumuganeri,8.5717,78.0922,India,32809
Parambil,11.5575,75.7605,India,32784
Udaipur,23.5389,91.4917,India,32758
Chand Chaur,25.7276,85.7865,India,32754
Mankada,11.0187,76.1755,India,32748
Kallur,8.6714,76.7944,India,32728
Vadavalli,11.0258,76.9038,India,32708
Debagram,23.6833,88.2833,India,32695
Nanjikkottai,10.7453,79.1289,India,32689
Vilakkudi,9.0167,76.85,India,32677
Jamikunta,18.2864,79.4761,India,32645
Taranagar,28.6689,75.0406,India,32640
Belhi,26.5769,86.1723,India,32635
Shamsabad,17.2603,78.3969,India,32583
Erraguntla,14.6333,78.5333,India,32574
Chemancheri,11.4116,75.735,India,32532
Manwat,19.3,76.5,India,32488
Chemmaruthi,8.7597,76.7435,India,32444
Turaiyur,11.1497,78.5987,India,32439
Ketti,11.4,76.7,India,32384
Chamtha,25.5789,85.7734,India,32371
Pattanapuram,9.0927,76.8612,India,32339
Sasthankotta,9.0365,76.6239,India,32330
Narsinghgarh,23.7,77.1,India,32329
Kalyandrug,14.55,77.1,India,32328
Tattamangalam,10.7,76.75,India,32298
Eramala,11.6789,75.5931,India,32151
Kangayam,11.0054,77.562,India,32147
Utraula,27.32,82.42,India,32145
Kukshi,22.2068,74.7579,India,32093
Mangur,17.9373,80.8185,India,32091
Kovur,14.5001,79.9859,India,32082
Radhanpur,23.83,71.6,India,32076
Munnar,10.0892,77.0597,India,32029
Akividu,16.5823,81.3811,India,32021
Makhdumpur,25.072,84.973,India,31994
Puraini,25.1426,86.9797,India,31967
Tholikuzhi,8.6526,77.0704,India,31957
Palamel,9.1875,76.6498,India,31916
Purattur,10.8022,75.9225,India,31915
Alengad,10.1,76.3,India,31870
Maur Kalan,30.08,75.25,India,31849
Sherpur,25.6539,84.9793,India,31833
Jhanjharpur,26.2647,86.2799,India,31827
Alamnagar,25.561,86.9014,India,31818
Bagasra,21.4833,70.95,India,31789
Kottaikuppam,11.9613,79.8392,India,31779
Velliyod,11.6256,75.6294,India,31763
Singia,25.8424,86.1622,India,31760
Tekkekara Kizhakku,9.2,76.5,India,31747
Sadabad,27.45,78.05,India,31737
Kochugaon,26.5518,90.0762,India,31719
Tuljapur,18,76.08,India,31714
Lalgola,24.42,88.25,India,31698
Masur,17.28,74.2,India,31671
Nautan Dube,26.7118,84.503,India,31650
Thazhamel,8.8667,76.6667,India,31547
Rahatgarh,23.78,78.37,India,31537
Shikarpur,14.27,75.35,India,31508
Kurivikod,8.3196,77.1104,India,31506
Charthawal,29.55,77.5833,India,31493
Samdhin,27.137,79.703,India,31479
Nauagarhi,25.3443,86.5358,India,31426
Deori Khas,23.3902,79.0163,India,31423
Kunnatnad,10.0179,76.401,India,31400
Kolachel,8.1767,77.2591,India,31398
Sanha,25.402,86.3592,India,31394
Vellanad,8.4461,77.1971,India,31384
Sri Madhopur,27.4667,75.6,India,31366
Lumding,25.75,93.17,India,31347
Sherpur Khurd,25.5565,83.8052,India,31322
Vadakakarai,10.1731,76.2096,India,31266
Naspur,18.8604,79.4849,India,31244
Unchagao,16.6988,74.2749,India,31238
Bramhapuri,20.6068,79.8644,India,31207
Rusera,25.7544,86.0258,India,31155
Podili,15.604,79.608,India,31145
Shrigonda,18.616,74.698,India,31134
Kalliyassheri,11.9712,75.3616,India,31122
Malaikkal,8.8058,76.8301,India,31050
Tummapala,17.7166,82.9965,India,31035
Mushabani,22.52,86.45,India,31035
Karera,25.4581,78.1358,India,31026
Malakanagiri,18.35,81.9,India,31007
Tarakeswar,22.89,88.02,India,30947
Badami,15.92,75.6803,India,30943
Husainabad,24.5285,84,India,30942
Bairi Chak,24.6951,84.9913,India,30883
Leh,34.1642,77.5847,India,30870
Pattanakkad,9.7286,76.3189,India,30867
Sholinghur,13.12,79.42,India,30856
Dharampur,28.6,76.99,India,30856
Manavadar,21.5,70.13,India,30850
Palaiya Ayakkudi,10.456,77.5595,India,30848
Chinnalapatti,10.2875,77.912,India,30823
Pattittara,10.8119,76.0915,India,30819
Mahemdavad,22.83,72.77,India,30769
Gadarpur,29.0437,79.2465,India,30753
Ulliyeri,11.4333,75.7833,India,30742
Tekkali,18.6057,84.2355,India,30740
Pedana,16.2667,81.1667,India,30721
Mattathur,10.3792,76.3208,India,30718
Pandua,23.08,88.28,India,30700
Babura,25.6838,84.7825,India,30695
Bannur,12.3329,76.862,India,30675
Chengam,12.3112,78.7925,India,30654
Talakkad,10.8833,75.9333,India,30577
Devarshola,11.5437,76.4404,India,30576
Gariadhar,21.53,71.58,India,30520
Sankaramangalam,8.6561,76.787,India,30502
Nagawaram,17.4875,78.6012,India,30502
Mainaguri,26.5658,88.8214,India,30490
Karuvakulam,9.7605,77.2205,India,30473
Uran,18.89,72.95,India,30439
Karjan,22.053,73.1235,India,30405
Muvattupula,9.9798,76.5803,India,30397
Manawar,22.23,75.08,India,30393
Kuttanallur,10.7069,79.5235,India,30353
Dhari,21.3261,71.0272,India,30352
Mansa,23.43,72.67,India,30347
Rehli,23.63,79.08,India,30329
Shahpura,25.63,74.93,India,30320
Sallimedu,11.1147,77.3975,India,30319
Koni,9.241,76.8784,India,30299
Chimakurti,15.5149,80.0368,India,30279
Taramangalam,11.7,77.98,India,30222
Anjad,22.0417,75.0552,India,30204
Kaipram,10.8833,76.1833,India,30169
Periyanayakkanpalaiyam,11.1544,76.9499,India,30154
Egra,21.9,87.53,India,30148
Kanniparamba,11.3611,76.0097,India,30123
Mussoorie,30.45,78.08,India,30118
Sakti,22.03,82.97,India,30100
Elur,10.0667,76.3,India,30092
Rahimpur,25.4894,86.4774,India,30089
Kondarangi Kiranur,10.615,77.724,India,30064
Nethirimangalam,10.8054,76.1877,India,30056
Margram,24.1512,87.8422,India,30055
Mahugaon,22.5748,75.7445,India,30012
Jamalpur,25.4112,86.6593,India,30008
Arda,32.3087,76.5772,India,30006
Mundahal Khurd,28.98,76.195,India,30000
Hasanparti,18.0681,79.5236,India,30000
Ranpur,22.3752,71.6898,India,30000
Patri,23.19,71.8,India,30000
Salaya,22.32,69.6,India,30000
Edassheri,10.9833,75.9667,India,30000
Mundi,22.07,76.5,India,30000
Padappakara,8.9667,76.6333,India,30000
Sagwara,23.6681,74.0244,India,30000
Tirwa,26.962,79.7923,India,30000
Kaluvaya,14.5,79.4167,India,30000
Masabdisa,25.9682,93.4372,India,30000
Magadi,12.97,77.23,India,30000
Baghmari,20.2206,85.5014,India,30000
Sarpavaram,17.0102,82.225,India,30000
Dhandhuka,22.37,71.98,India,30000
Saundhonwali,30.3331,77.9608,India,29999
Parakadavu,10.2126,76.352,India,29997
Koratgi,15.6081,76.6597,India,29991
Navapur,21.17,73.78,India,29979
Riga,26.6553,85.442,India,29974
Birur,13.5972,75.9717,India,29966
Kotturu,14.8262,76.2259,India,29965
Marhaura,25.97,84.87,India,29932
Triprangottur,11.7843,75.6559,India,29911
Panakkudi,8.3492,77.5672,India,29895
Ozhur,10.9542,75.9167,India,29836
Kodayattur,11.2833,75.9833,India,29816
Tiruvegapra,10.873,76.125,India,29810
Krishnarajpet,12.6662,76.4877,India,29805
Talwara,31.9376,75.8866,India,29797
Madavur,11.2597,75.9486,India,29781
Puthupalli,9.5594,76.5722,India,29774
Nattam,10.2249,78.231,India,29759
Devarkonda,16.7,78.9333,India,29731
Sursand,26.65,85.7167,India,29688
Hosdurga,13.7963,76.2841,India,29684
Nepanagar,21.4558,76.4494,India,29682
Jamai,22.1964,78.5919,India,29620
Kalpatta,11.6087,76.0834,India,29602
Mannargudi,11.2761,79.552,India,29602
Idar,23.839,73.002,India,29597
Veliyangod,10.7296,75.9471,India,29596
Kollengode,10.6139,76.6908,India,29587
Rarott,11.4504,75.9306,India,29583
Lakheri,25.67,76.17,India,29572
Chiknayakanhalli,13.4161,76.6206,India,29553
Maranga,25.7592,87.4665,India,29549
Behror,27.8903,76.2861,India,29531
Minad,8.85,76.6958,India,29497
Sankaridrug,11.4745,77.8691,India,29467
Pirakkad,9.35,76.35,India,29437
Ibrahimpatnam,16.583,80.5143,India,29432
Mudbidri,12.9101,75.003,India,29431
Atmakur,14.6167,79.6167,India,29419
Vadakku Valliyur,8.3829,77.6122,India,29417
Marar,25.5392,86.5074,India,29368
Pilachikare,12.0855,75.2545,India,29348
Pattikonda,15.4,77.5167,India,29342
Nalakadoddi,15.4,77.5167,India,29342
Aralam,11.9992,75.764,India,29328
Khunti,23.081,85.2774,India,29271
Rasra,25.85,83.85,India,29263
Garaimari,24.0217,88.6263,India,29260
Udaipur,27.7289,75.4716,India,29236
Maddagiri,13.66,77.21,India,29215
Beldanga,23.93,88.25,India,29205
Raghopur,26.1785,86.0892,India,29149
Pallijkarani,12.9333,80.2022,India,29132
Mahendragarh,28.28,76.15,India,29128
Nakrekal,17.1647,79.4275,India,29126
Sankrail,22.5583,88.2278,India,29114
Colgong,25.2633,87.2326,India,29104
Sonamukhi,23.3,87.42,India,29085
Kalappatti,11.0794,77.0371,India,29084
Vattalkundu,10.163,77.758,India,29054
Uttamapalaiyam,9.8,77.3333,India,29050
Deodrug,16.4167,76.9341,India,29032
Vallikunnam,9.1167,76.5333,India,29029
Vandiyur,9.9092,78.1609,India,29009
Ponmana,9.0167,76.5167,India,29008
Gudalur,11.1455,76.9366,India,28995
Placheri,11.8361,76.175,India,28970
Kailaras,26.305,77.616,India,28955
Kuttuparamba,11.8278,75.5659,India,28907
Ariyalur,11.1372,79.0778,India,28902
Nahan,30.55,77.3,India,28899
Karippira,8.95,76.7167,India,28888
Ladwa,29.9958,77.04,India,28887
Gidri,30.8461,75.8623,India,28884
Pokhram,25.9358,86.1974,India,28861
Kudligi,14.905,76.3853,India,28840
Virapandi,11.0625,77.3508,India,28839
Tiruvambadi,11.3608,76.0089,India,28820
Narsimlapet,17.51,79.8044,India,28819
Kamalapuram,15.3044,76.4765,India,28815
Ponmala,11.0221,76.0432,India,28795
Landhaura,29.82,77.93,India,28786
Umrat,21.1152,72.857,India,28761
Kozhinjampara,10.7333,76.85,India,28751
Nongstoin,25.52,91.27,India,28742
Raikot,30.65,75.6,India,28734
Murliganj,25.9,86.98,India,28691
Nauhata,25.9971,86.4887,India,28687
Pattambi,10.8057,76.1957,India,28632
Pawayan,28.0663,80.1031,India,28613
Neduvannur,10.1167,76.35,India,28607
Edayikunnam,10.1009,76.3713,India,28607
Akkattettar,10.8167,76.65,India,28592
Simri Bakhriarpur,25.7216,86.5937,India,28588
Sottaiyampalaiyam,11.4053,77.6794,India,28585
Manampizha,9.2972,76.65,India,28570
Munnalam,9.3317,76.6054,India,28570
Bagha Purana,30.6881,75.0984,India,28506
Losal,27.4,74.92,India,28504
Rajpur,22.3053,74.3525,India,28498
Pardi,20.52,72.95,India,28495
Pavugada,14.1,77.28,India,28486
Nenmem,11.6333,76.2611,India,28476
Elanjivaliseri,8.95,76.6667,India,28473
Harur,12.051,78.4827,India,28410
Banswada,18.3833,77.8833,India,28384
Ramanayyapeta,17.3203,82.1014,India,28369
Maharajpur,25.0194,79.7319,India,28366
Mannanchori,9.5764,76.3481,India,28338
Brahmana Periya Agraharam,11.369,77.7063,India,28324
Puvali,11.793,76.165,India,28322
Tarana,23.33,76.03,India,28317
Kizhakkott,11.3583,75.8986,India,28316
Puttankulam,8.8111,76.7152,India,28315
Saho,25.9718,86.1537,India,28306
Srungavarapukota,18.1167,83.1667,India,28304
Karanjia,21.7626,85.9732,India,28302
Hajipur,31.9771,75.7544,India,28226
Edappalli,9.8167,76.3,India,28223
Antur,11.987,75.376,India,28218
Sirsaganj,27.0569,78.6861,India,28212
Kotagiri,11.43,76.88,India,28207
Shahpura,27.3897,75.9596,India,28170
Chennamangalam,10.1797,76.2097,India,28133
Bhambia Bhai,30.4812,75.094,India,28120
Sangola,17.4378,75.1939,India,28116
Sheohar,26.52,85.3,India,28116
Kuli,24.7366,87.9426,India,28092
Kalwakurti,16.65,78.48,India,28060
Devanhalli,13.23,77.7,India,28051
Gingee,12.2528,79.4173,India,28051
Saila,25.333,72.367,India,28000
Karakurisshi,10.9667,76.4917,India,27999
