city,latitude,longitude,country,population
Pine Bluff,34.2116,-92.0173,United States,41172
Kearny,40.7528,-74.1202,United States,41157
Hallandale Beach,25.9854,-80.1423,United States,41102
Germantown,35.0829,-89.7824,United States,41094
Milton,34.1353,-84.3139,United States,41029
Woburn,42.4869,-71.1543,United States,40992
Lancaster,32.5922,-96.7739,United States,40958
Reynoldsburg,39.9588,-82.7943,United States,40926
Covington,39.0334,-84.5166,United States,40923
Friendswood,29.511,-95.1981,United States,40888
Penn Hills,40.4762,-79.8254,United States,40873
Weslaco,26.1599,-97.9877,United States,40858
Land O' Lakes,28.2075,-82.4476,United States,40843
Essex,39.3021,-76.4449,United States,40842
Bartlett,41.9804,-88.2071,United States,40829
Westfield,42.1382,-72.7561,United States,40794
Annapolis,38.9706,-76.5047,United States,40719
DeKalb,41.9314,-88.7481,United States,40697
Cedar Falls,42.5195,-92.4536,United States,40686
Manalapan,40.28,-74.3436,United States,40639
Lancaster,39.7248,-82.6049,United States,40616
Brighton,39.9716,-104.7963,United States,40569
Crystal Lake,42.2333,-88.3351,United States,40463
Lake Oswego,45.4129,-122.7004,United States,40457
Severna Park,39.087,-76.5687,United States,40452
Findlay,41.0469,-83.6379,United States,40408
Saratoga Springs,40.345,-111.9154,United States,40391
New Berlin,42.9726,-88.1291,United States,40387
Culver City,34.0058,-118.3968,United States,40357
Indian Trail,35.0699,-80.6452,United States,40325
Duncanville,32.646,-96.9127,United States,40288
Valley Stream,40.6647,-73.7043,United States,40288
Clinton,38.7499,-76.9063,United States,40224
The Acreage,26.774,-80.2779,United States,40160
Romeoville,41.6318,-88.0997,United States,40132
Hurst,32.8353,-97.1809,United States,40053
Post Falls,47.7213,-116.9384,United States,40002
Hutchinson,38.0671,-97.9081,United States,39995
Chelsea,42.3959,-71.0325,United States,39890
Waipahu,21.3859,-158.0101,United States,39873
Lynnwood,47.8284,-122.3033,United States,39867
Winslow,39.7027,-74.9029,United States,39854
Northampton,40.2104,-75.0014,United States,39852
Lincoln Park,42.2432,-83.1811,United States,39807
Fort Lee,40.8509,-73.9713,United States,39799
Cape Girardeau,37.3109,-89.5597,United States,39795
Montclair,40.8253,-74.2111,United States,39783
Hobbs,32.7281,-103.16,United States,39782
Carol Stream,41.9181,-88.1307,United States,39656
Plant City,28.014,-82.1201,United States,39655
Aventura,25.9566,-80.1371,United States,39621
Lebanon,36.204,-86.3481,United States,39562
Streamwood,42.0209,-88.1779,United States,39556
Oviedo,28.658,-81.1872,United States,39552
Mount Juliet,36.199,-86.5115,United States,39525
Ossining,41.1559,-73.8564,United States,39500
Quincy,39.9336,-91.3799,United States,39441
Issaquah,47.5439,-122.0471,United States,39400
Parkland,47.1417,-122.4376,United States,39398
Park Ridge,42.0125,-87.8436,United States,39368
Cottage Grove,44.8161,-92.9274,United States,39274
Bell Gardens,33.9663,-118.155,United States,39263
San Gabriel,34.0949,-118.099,United States,39211
Warren,41.239,-80.8174,United States,39204
Security-Widefield,38.7489,-104.7142,United States,39150
Grants Pass,42.4333,-123.3317,United States,39131
Keizer,45.0028,-123.0243,United States,39122
Penfield,43.1602,-77.4483,United States,39089
Roy,41.1714,-112.0485,United States,39064
Bettendorf,41.5657,-90.4765,United States,38997
Westerville,40.1241,-82.921,United States,38911
Royal Palm Beach,26.7038,-80.2241,United States,38874
Haverstraw,41.2055,-74.0384,United States,38871
Apache Junction,33.3985,-111.535,United States,38855
Navarre,30.4174,-86.8907,United States,38829
Wheeling,42.1308,-87.924,United States,38823
Lake Stevens,48.0024,-122.0953,United States,38816
Rexburg,43.8226,-111.7919,United States,38803
Braintree,42.2039,-71.0022,United States,38748
Urbana,40.1107,-88.1973,United States,38741
Shrewsbury,42.2842,-71.7154,United States,38734
Rosenberg,29.5456,-95.8223,United States,38722
West Fargo,46.8573,-96.9057,United States,38653
La Presa,32.711,-117.0027,United States,38618
Menomonee Falls,43.1487,-88.1227,United States,38610
Vestavia Hills,33.4518,-86.7437,United States,38600
Calexico,32.6849,-115.4944,United States,38599
Valrico,27.9193,-82.2293,United States,38594
La Vergne,36.02,-86.5586,United States,38553
Atlantic City,39.3797,-74.4527,United States,38487
Clovis,34.4376,-103.1923,United States,38453
Peachtree City,33.3942,-84.571,United States,38414
Phenix City,32.4585,-85.0253,United States,38413
DeLand,29.0225,-81.2875,United States,38392
Mechanicsville,37.6263,-77.3561,United States,38328
Stanton,33.8003,-117.9935,United States,38271
Holyoke,42.2125,-72.6411,United States,38210
Winter Springs,28.6889,-81.2703,United States,38205
Owasso,36.2878,-95.8311,United States,38134
Prattville,32.4597,-86.4573,United States,38124
East Point,33.6696,-84.4701,United States,38113
Clifton Park,42.8587,-73.8242,United States,38076
Pacifica,37.6113,-122.4782,United States,38048
Hot Springs,34.4892,-93.0501,United States,38025
Adelanto,34.5814,-117.4397,United States,37960
Princeton,25.5396,-80.3971,United States,37954
Northglenn,39.9108,-104.9783,United States,37948
Tupelo,34.2692,-88.7318,United States,37939
La Quinta,33.6536,-116.2785,United States,37933
Elmont,40.7033,-73.7078,United States,37866
Mission Bend,29.6948,-95.6658,United States,37853
Montclair,34.0715,-117.6981,United States,37842
La Puente,34.0323,-117.9533,United States,37835
Carpentersville,42.1227,-88.2896,United States,37834
Cheltenham,40.0781,-75.1382,United States,37809
Belleville,40.795,-74.1617,United States,37787
Sun City,33.6165,-112.2819,United States,37748
Portage,41.5856,-87.1797,United States,37737
Hilton Head Island,32.1896,-80.7499,United States,37708
Galloway,39.4914,-74.4803,United States,37697
Riviera Beach,26.7813,-80.0741,United States,37668
Monrovia,34.165,-117.9921,United States,37656
Foothill Farms,38.6867,-121.3475,United States,37635
Rome,34.2662,-85.1863,United States,37621
South Valley,35.0093,-106.6819,United States,37601
New Albany,38.309,-85.8234,United States,37598
Lewiston,44.0915,-70.1681,United States,37577
Winchester,36.1365,-115.137,United States,37531
Greenfield,42.9619,-88.0052,United States,37521
Georgetown,38.2247,-84.5487,United States,37510
Evans,33.5619,-82.1351,United States,37456
Pleasant Grove,40.3716,-111.7412,United States,37453
Oregon City,45.3418,-122.5924,United States,37418
Bartlesville,36.7365,-95.9456,United States,37314
Rock Island,41.4699,-90.5827,United States,37264
Hanover Park,41.9818,-88.1446,United States,37222
Leavenworth,39.3239,-94.924,United States,37193
Martinez,37.9985,-122.1161,United States,37093
Greer,34.933,-82.2313,United States,37010
Tucker,33.8436,-84.2024,United States,36994
Pennsauken,39.9649,-75.0563,United States,36984
Richmond West,25.6105,-80.4297,United States,36964
Muskogee,35.7432,-95.3567,United States,36933
Guilderland,42.708,-73.9631,United States,36932
Claremont,34.1259,-117.7153,United States,36891
Kearns,40.6519,-112.0095,United States,36862
East Meadow,40.7197,-73.5604,United States,36856
Wildomar,33.6173,-117.2582,United States,36822
Brighton,43.1175,-77.5835,United States,36819
Richfield,44.8763,-93.2829,United States,36809
Estero,26.4276,-81.7951,United States,36685
Beloit,42.523,-89.0184,United States,36642
Natick,42.2847,-71.3497,United States,36589
Oakton,38.8887,-77.3016,United States,36529
Central Islip,40.7836,-73.1945,United States,36519
Franklin,42.8854,-88.0104,United States,36513
Upper Arlington,40.0272,-83.0704,United States,36500
Copperas Cove,31.1192,-97.914,United States,36436
Andover,42.6466,-71.1651,United States,36389
Tooele,40.5393,-112.3082,United States,36315
Oak Creek,42.8803,-87.9009,United States,36286
Cumberland,41.9703,-71.4198,United States,36276
Yorktown,41.2727,-73.8092,United States,36225
Randallstown,39.3723,-76.8024,United States,36223
Merrillville,41.4728,-87.3196,United States,36214
Chelmsford,42.6,-71.3631,United States,36182
Temple City,34.1022,-118.0579,United States,36165
Carrollwood,28.0577,-82.5148,United States,36148
Ewing,40.265,-74.8006,United States,36140
Hilliard,40.0353,-83.1578,United States,36103
Dunedin,28.0329,-82.7862,United States,36089
Moorpark,34.2861,-118.8768,United States,36073
Roseville,45.0155,-93.1545,United States,36066
Egypt Lake-Leto,28.0177,-82.5062,United States,36000
Farmers Branch,32.9272,-96.8804,United States,35985
Marion,40.5973,-83.1227,United States,35927
Lauderdale Lakes,26.1682,-80.2017,United States,35914
Chillum,38.9666,-76.9791,United States,35908
Orangevale,38.6881,-121.2209,United States,35852
Sun Prairie,43.1825,-89.2362,United States,35847
Cedar City,37.6834,-113.0956,United States,35812
La Porte,29.6689,-95.0484,United States,35782
Commack,40.8435,-73.2833,United States,35770
Riverhead,40.9408,-72.7095,United States,35759
Norristown,40.1225,-75.3398,United States,35712
Calumet City,41.6134,-87.5505,United States,35708
South Miami Heights,25.5886,-80.3862,United States,35705
Addison,41.9313,-88.0085,United States,35685
Inver Grove Heights,44.8247,-93.0596,United States,35673
Coventry,41.6934,-71.6611,United States,35656
El Mirage,33.5905,-112.3271,United States,35652
Richmond,39.8318,-84.8905,United States,35642
Midvale,40.6148,-111.8927,United States,35609
Kendall West,25.7065,-80.4388,United States,35606
Lima,40.741,-84.112,United States,35555
Freehold,40.2233,-74.2986,United States,35548
Gahanna,40.0251,-82.8637,United States,35529
Olney,39.1465,-77.0715,United States,35522
Torrington,41.8349,-73.1282,United States,35510
Kaneohe,21.4062,-157.7904,United States,35493
North Ridgeville,41.3852,-82.0195,United States,35481
San Juan,26.1903,-98.152,United States,35463
Midlothian,32.4669,-96.989,United States,35460
Salisbury,35.6658,-80.4905,United States,35437
Socorro,31.6383,-106.2601,United States,35429
Fuquay-Varina,35.5953,-78.7778,United States,35428
Oakville,38.4479,-90.3199,United States,35412
West Hollywood,34.0883,-118.3719,United States,35358
Westmont,33.9417,-118.3018,United States,35345
Fruit Cove,30.0972,-81.6175,United States,35333
Benton,34.5776,-92.5713,United States,35318
Brunswick,41.2465,-81.8198,United States,35304
Wildwood,38.58,-90.6698,United States,35276
Douglasville,33.7384,-84.7054,United States,35252
Springville,40.1638,-111.6205,United States,35195
San Luis,32.4911,-114.7089,United States,35189
Watertown Town,42.37,-71.1774,United States,35181
Woodstock,34.1026,-84.5091,United States,35171
Fair Oaks,38.8653,-77.3586,United States,35130
Manhattan Beach,33.8894,-118.3967,United States,35123
San Juan Capistrano,33.5008,-117.6544,United States,35099
Plainfield,39.6954,-86.3716,United States,35078
Bethlehem,42.5856,-73.8219,United States,35039
Owings Mills,39.4115,-76.7913,United States,34999
Meridian,32.3846,-88.6896,United States,34990
Cookeville,36.1482,-85.5109,United States,34967
Northbrook,42.1292,-87.8352,United States,34950
Fair Lawn,40.9359,-74.1177,United States,34948
Monroe,35.0063,-80.5596,United States,34897
Richmond,37.7307,-84.2925,United States,34883
University City,38.6657,-90.3315,United States,34850
Parkland,26.3219,-80.2533,United States,34832
Oswego,41.6834,-88.3372,United States,34810
Oildale,35.4293,-119.0306,United States,34796
Graham,47.0322,-122.2827,United States,34778
Mason,39.3571,-84.3023,United States,34768
Montgomery Village,39.1788,-77.1954,United States,34748
Long Beach,40.5887,-73.666,United States,34734
Hinesville,31.8248,-81.6137,United States,34732
Golden Glades,25.9129,-80.2013,United States,34725
Del Rio,29.3708,-100.8801,United States,34722
Goshen,41.5743,-85.8309,United States,34704
University Place,47.2147,-122.5461,United States,34696
Randolph,42.1778,-71.0539,United States,34691
Butte,45.902,-112.6571,United States,34638
Falls,40.1686,-74.7915,United States,34604
Huntington Station,40.8446,-73.405,United States,34588
Pleasant Hill,37.9539,-122.0759,United States,34504
Manitowoc,44.0991,-87.6812,United States,34500
Fairborn,39.801,-84.0094,United States,34494
San Dimas,34.1082,-117.809,United States,34466
Stow,41.1765,-81.4344,United States,34459
McMinnville,45.211,-123.1918,United States,34432
College Park,38.996,-76.9337,United States,34416
Kiryas Joel,41.3411,-74.1667,United States,34368
Lakewood Ranch,27.4185,-82.3948,United States,34346
Pueblo West,38.3465,-104.7246,United States,34337
Merritt Island,28.3139,-80.6708,United States,34300
Derry,42.8888,-71.2804,United States,34300
Lewiston,46.3934,-116.9933,United States,34270
Timberwood Park,29.6995,-98.4838,United States,34253
Sahuarita,31.9323,-110.9654,United States,34238
Dakota Ridge,39.6192,-105.1344,United States,34234
Lexington,42.4456,-71.2307,United States,34221
Prairieville,30.3151,-90.9571,United States,34215
Eastchester,40.9536,-73.8133,United States,34198
Redmond,44.2612,-121.181,United States,34191
Lufkin,31.3217,-94.7277,United States,34165
Pikesville,39.3893,-76.702,United States,34101
Eastpointe,42.4657,-82.9461,United States,34087
Deer Park,29.6898,-95.1151,United States,34046
Cooper City,26.0463,-80.2862,United States,34046
Westlake,41.4524,-81.9294,United States,34027
Woodridge,41.737,-88.0409,United States,34027
Spanaway,47.0979,-122.4233,United States,34015
Valparaiso,41.4783,-87.0506,United States,33991
American Fork,40.3783,-111.7953,United States,33986
North Providence,41.8616,-71.4575,United States,33945
City of Orange,40.7681,-74.2348,United States,33922
Windsor,40.469,-104.9198,United States,33905
Gadsden,34.0086,-86.0157,United States,33881
Walla Walla,46.0671,-118.3368,United States,33842
New City,41.1542,-73.9912,United States,33837
Kearney,40.7011,-99.0833,United States,33809
Leawood,38.9075,-94.6258,United States,33784
Baldwin,40.6511,-73.6075,United States,33776
Martinez,33.5209,-82.0985,United States,33773
Mount Lebanon,40.3752,-80.0494,United States,33754
Crown Point,41.4143,-87.3457,United States,33735
Carmel,41.3899,-73.7239,United States,33720
Fallbrook,33.3693,-117.2259,United States,33710
Upper Merion,40.0902,-75.3791,United States,33664
Englewood,39.6468,-104.9942,United States,33634
East Lake,28.1206,-82.6868,United States,33629
Goldsboro,35.3778,-77.9717,United States,33566
Ken Caryl,39.577,-105.1144,United States,33505
Canton,34.2467,-84.4897,United States,33499
Warminster,40.2043,-75.0915,United States,33493
Manlius,43.049,-75.9792,United States,33492
West Little River,25.8571,-80.2367,United States,33465
Alabaster,33.2198,-86.8225,United States,33417
Bell,33.9801,-118.1798,United States,33377
Kennesaw,34.026,-84.6177,United States,33360
South Riding,38.912,-77.5132,United States,33358
Menlo Park,37.4685,-122.1673,United States,33324
Buenaventura Lakes,28.3349,-81.3539,United States,33284
Bethel Park,40.3238,-80.0364,United States,33275
Petersburg,37.2043,-77.3913,United States,33261
Radnor,40.0287,-75.3675,United States,33260
Cottonwood Heights,40.6137,-111.8144,United States,33257
Foster City,37.5553,-122.2659,United States,33215
Ross,40.5256,-80.0243,United States,33213
Uniondale,40.7176,-73.5947,United States,33192
Lower Makefield,40.2309,-74.855,United States,33187
Statesboro,32.4375,-81.7751,United States,33185
Cranberry,40.7104,-80.1059,United States,33164
Gillette,44.2752,-105.4982,United States,33158
Salina,43.1023,-76.1768,United States,33129
Brooklyn Center,45.0681,-93.3162,United States,33109
Los Gatos,37.2304,-121.9562,United States,33093
Glendale Heights,41.9196,-88.0785,United States,33088
Kingman,35.217,-114.0105,United States,33052
Chester,39.8456,-75.3718,United States,33048
Harker Heights,31.0572,-97.6446,United States,33036
Dana Point,33.4733,-117.6967,United States,33025
Hampden,40.2602,-76.9809,United States,32973
Spring Valley,41.1151,-74.0486,United States,32963
Clarence,43.0196,-78.6375,United States,32868
Syracuse,41.0859,-112.0698,United States,32798
Franklin,42.0862,-71.4113,United States,32777
St. Charles,41.9193,-88.3109,United States,32776
Fair Oaks,38.6504,-121.2496,United States,32754
Sherwood,34.8507,-92.2029,United States,32715
Kaysville,41.029,-111.9456,United States,32714
Falmouth,41.5913,-70.5912,United States,32694
Des Moines,47.3914,-122.3156,United States,32667
Goleta,34.4361,-119.8594,United States,32640
Cibolo,29.5634,-98.2115,United States,32640
Andover,45.2571,-93.3265,United States,32639
Lawrence,40.2954,-74.7205,United States,32636
Rochester,43.299,-70.9787,United States,32573
Helena,46.5965,-112.0202,United States,32529
Elk Grove Village,42.0064,-87.9921,United States,32498
Spring Valley,32.7317,-116.9766,United States,32496
Garfield,40.8791,-74.1085,United States,32472
Ferry Pass,30.5205,-87.1899,United States,32447
Savage,44.7545,-93.3632,United States,32441
Lower Macungie,40.5303,-75.57,United States,32419
Beverly Hills,34.0786,-118.4021,United States,32406
Desert Hot Springs,33.955,-116.5429,United States,32386
Clearfield,41.103,-112.0238,United States,32369
Dartmouth,41.6138,-70.9973,United States,32366
Dracut,42.6832,-71.301,United States,32291
Wheat Ridge,39.7728,-105.1028,United States,32263
North Olmsted,41.4149,-81.919,United States,32244
Massillon,40.7838,-81.5254,United States,32179
Weatherford,32.7536,-97.7723,United States,32168
Pasadena,39.1552,-76.5537,United States,32161
Nacogdoches,31.6134,-94.6528,United States,32148
Juneau,58.4546,-134.1739,United States,32108
O'Fallon,38.5974,-89.9148,United States,32104
Pekin,40.5678,-89.6251,United States,32075
Florence,38.9899,-84.6471,United States,32056
Canyon Lake,29.8761,-98.2611,United States,32035
Rome,43.226,-75.4909,United States,32031
Aiken,33.5303,-81.7271,United States,32014
Marrero,29.8871,-90.1126,United States,32003
Pullman,46.7336,-117.168,United States,31972
Franklin Square,40.7002,-73.6775,United States,31969
Needham,42.2814,-71.2411,United States,31957
Deptford,39.8157,-75.1181,United States,31956
Warwick,41.2597,-74.3614,United States,31944
Long Branch,40.2965,-73.9915,United States,31932
South Kingstown,41.4458,-71.544,United States,31928
San Pablo,37.9629,-122.3426,United States,31907
Centereach,40.8681,-73.0821,United States,31889
Maryville,35.7468,-83.9789,United States,31876
Cleburne,32.3568,-97.4151,United States,31849
Willingboro,40.028,-74.8882,United States,31846
Atwater,37.3529,-120.5959,United States,31841
Newburgh,41.5531,-74.0599,United States,31808
North Huntingdon,40.3294,-79.7336,United States,31779
Carlsbad,32.401,-104.2388,United States,31755
Duluth,34.0053,-84.1492,United States,31742
Tredyffrin,40.0663,-75.454,United States,31740
Laramie,41.3099,-105.6085,United States,31735
Bangor,44.8323,-68.7906,United States,31705
Dania Beach,26.0593,-80.1637,United States,31700
Garner,35.6936,-78.6181,United States,31684
West Bend,43.4173,-88.1818,United States,31682
Naugatuck,41.489,-73.0518,United States,31653
Mundelein,42.2693,-88.0102,United States,31583
Holladay,40.66,-111.8226,United States,31563
Lawndale,33.8884,-118.3531,United States,31553
Lake Magdalene,28.0875,-82.4791,United States,31546
Oak Ridge,35.9639,-84.2938,United States,31535
Milford Mill,39.3444,-76.7668,United States,31513
Prosper,33.2394,-96.8087,United States,31507
Oceanside,40.6328,-73.6364,United States,31488
Cornelius,35.4724,-80.8813,United States,31396
Shawnee,35.3531,-96.9647,United States,31391
New Bern,35.0955,-77.0723,United States,31373
Opelika,32.6612,-85.3769,United States,31361
Ithaca,42.4442,-76.5032,United States,31359
Nicholasville,37.8906,-84.5668,United States,31352
Cicero,43.1662,-76.0662,United States,31351
Norwood,42.1861,-71.1948,United States,31343
Mamaroneck,40.9443,-73.7488,United States,31340
Redan,33.7394,-84.1644,United States,31326
Bel Air North,39.5543,-76.3732,United States,31308
Port Chester,41.0051,-73.668,United States,31288
La Verne,34.1207,-117.7703,United States,31239
LaGrange,33.0274,-85.0384,United States,31173
Laguna Hills,33.5918,-117.6991,United States,31170
Middle River,39.3436,-76.4253,United States,31155
Orcutt,34.8691,-120.4222,United States,31137
Los Altos,37.3684,-122.0965,United States,31133
West Falls Church,38.8648,-77.1878,United States,31121
North Royalton,41.3138,-81.745,United States,31120
Livingston,40.7855,-74.3291,United States,31091
Tewksbury,42.612,-71.2278,United States,31089
Sterling,39.0052,-77.405,United States,31058
Hopkinsville,36.8381,-87.4775,United States,31042
Springfield,38.781,-77.1839,United States,31022
Alamogordo,32.8837,-105.9625,United States,30996
Burlingame,37.5859,-122.3667,United States,30995
Bethany,45.5614,-122.837,United States,30983
Lakeside,30.1356,-81.7674,United States,30973
Ballwin,38.595,-90.55,United States,30948
Ridley,39.8854,-75.328,United States,30940
SeaTac,47.4444,-122.2986,United States,30927
West Warwick,41.6986,-71.5157,United States,30909
West Odessa,31.8389,-102.5003,United States,30904
North Chicago,42.3172,-87.8595,United States,30890
Voorhees,39.845,-74.9549,United States,30876
North Andover,42.6713,-71.0865,United States,30847
Westfield,40.6516,-74.3432,United States,30839
Zionsville,39.9897,-86.3182,United States,30832
Santa Paula,34.3545,-119.0656,United States,30788
Southlake,32.9545,-97.1503,United States,30779
Saratoga,37.2684,-122.0263,United States,30771
Northport,33.2586,-87.5993,United States,30714
Newark,39.6776,-75.7576,United States,30655
Niles,42.0278,-87.8099,United States,30637
Eagle,43.7223,-116.3866,United States,30635
Gurnee,42.3708,-87.9392,United States,30629
Miami Lakes,25.9125,-80.3214,United States,30621
Bay Shore,40.7288,-73.2495,United States,30553
Wallkill,41.4854,-74.3939,United States,30547
Parkville,39.3832,-76.5519,United States,30520
San Carlos,37.4982,-122.2677,United States,30490
Pittsford,43.0733,-77.5268,United States,30480
North Tonawanda,43.0457,-78.8659,United States,30479
Lawrenceville,33.9523,-83.9932,United States,30465
Princeton,40.3562,-74.6693,United States,30450
New Smyrna Beach,29.0249,-80.9652,United States,30449
Erie,40.0404,-105.0399,United States,30447
Rotterdam,42.8133,-74.0129,United States,30425
Austintown,41.0932,-80.7405,United States,30397
Sanford,35.4875,-79.177,United States,30373
Eldersburg,39.4041,-76.9528,United States,30357
Salem,42.7902,-71.2202,United States,30350
Seguin,29.5891,-97.9676,United States,30318
Liberty,39.2394,-94.4191,United States,30299
Bella Vista,36.4667,-94.2707,United States,30297
Drexel Heights,32.1453,-111.048,United States,30254
Highland Park,42.1823,-87.8104,United States,30209
Milford,42.1565,-71.5188,United States,30202
Middletown,41.4459,-74.4236,United States,30169
Bowling Green,41.3776,-83.6495,United States,30157
Granger,41.7374,-86.1348,United States,30019
Monterey,36.5919,-121.8808,United States,30007
Winter Park,28.5989,-81.3442,United States,29985
East Niles,35.3683,-118.9225,United States,29981
Chamblee,33.8842,-84.3007,United States,29980
Vero Beach South,27.6132,-80.4163,United States,29965
Southgate,42.2047,-83.2057,United States,29948
Banning,33.946,-116.8992,United States,29929
Galesburg,40.9506,-90.3763,United States,29923
Vestal,42.0492,-76.026,United States,29912
Algonquin,42.1629,-88.3159,United States,29888
Wellesley,42.3043,-71.2855,United States,29862
Gloucester,42.626,-70.6897,United States,29830
Fitchburg,42.9859,-89.4255,United States,29826
Nutley,40.8192,-74.1571,United States,29823
Fleming Island,30.0988,-81.7124,United States,29810
East Windsor,40.2606,-74.5295,United States,29784
Raytown,38.9944,-94.4641,United States,29772
San Lorenzo,37.6733,-122.1332,United States,29759
Atascadero,35.4827,-120.6858,United States,29758
Morrisville,35.8368,-78.8348,United States,29756
Fridley,45.0841,-93.2595,United States,29731
East Fishkill,41.5567,-73.7824,United States,29727
Summerlin South,36.1242,-115.3324,United States,29724
Orchard Park,42.7516,-78.7455,United States,29703
Paragould,36.0555,-90.5149,United States,29690
Hazleton,40.9505,-75.9725,United States,29671
Rahway,40.6077,-74.2807,United States,29664
Lathrop,37.809,-121.3131,United States,29633
Matthews,35.1195,-80.7101,United States,29613
Laurel,39.0949,-76.8622,United States,29581
Schererville,41.4861,-87.4442,United States,29573
Hobart,41.514,-87.2729,United States,29573
Burton,42.9974,-83.6175,United States,29568
Eastern Goleta Valley,34.4448,-119.7879,United States,29563
Johnston,41.8274,-71.5202,United States,29545
East Palo Alto,37.4671,-122.1352,United States,29520
Central,30.5593,-91.0369,United States,29518
Hutto,30.5396,-97.544,United States,29498
Fountain,38.6886,-104.6829,United States,29498
Garfield Heights,41.4199,-81.6038,United States,29497
Oak Park,42.4649,-83.1824,United States,29495
Greenville,33.385,-91.0514,United States,29495
Melrose,42.4556,-71.059,United States,29477
West Windsor,40.2897,-74.6266,United States,29445
McCandless,40.5836,-80.0283,United States,29438
Texarkana,33.436,-93.9959,United States,29404
Golden Gate,26.1844,-81.7031,United States,29400
Brownsburg,39.8337,-86.383,United States,29379
Bluffton,32.2135,-80.9316,United States,29375
Crofton,39.0144,-76.68,United States,29358
Carney,39.405,-76.5235,United States,29352
Suisun City,38.2473,-122.0091,United States,29350
Anderson,34.5211,-82.6478,United States,29345
Jacksonville,34.8807,-92.1304,United States,29332
Glenville,42.8869,-73.9925,United States,29327
Kirkwood,38.5788,-90.4203,United States,29309
Sun City Center,27.715,-82.3569,United States,29290
Magna,40.7634,-112.1599,United States,29275
Oakleaf Plantation,30.1689,-81.8337,United States,29265
Gates,43.1514,-77.713,United States,29262
Perry Hall,39.4068,-76.478,United States,29255
East Lake-Orient Park,27.997,-82.3653,United States,29243
Drexel Hill,39.9495,-75.3038,United States,29231
Orchards,45.689,-122.5306,United States,29214
Washington,37.1303,-113.4878,United States,29161
Shaker Heights,41.4744,-81.5496,United States,29157
Queensbury,43.3568,-73.6765,United States,29140
McDonough,33.4397,-84.1505,United States,29134
Burbank,41.7444,-87.7686,United States,29122
Englewood,40.8917,-73.9736,United States,29109
Chili,43.0845,-77.7541,United States,29101
Danville,40.1426,-87.6111,United States,29100
Casselberry,28.6624,-81.3217,United States,29092
Mehlville,38.5018,-90.3149,United States,29089
Whitehall,40.6571,-75.5046,United States,29066
Stoughton,42.1192,-71.1019,United States,29051
Lake in the Hills,42.1913,-88.3477,United States,28958
Laplace,30.0731,-90.4758,United States,28956
Russellville,35.2762,-93.1383,United States,28946
Greenville,33.1116,-96.1099,United States,28923
Haines City,28.1102,-81.6157,United States,28922
Stafford,39.7049,-74.2643,United States,28917
Easton,40.6858,-75.2209,United States,28883
Lacey,39.8564,-74.2624,United States,28879
Ruskin,27.7065,-82.4209,United States,28878
Mount Olive,40.8662,-74.7426,United States,28876
Stockbridge,33.5254,-84.2295,United States,28858
Jeffersontown,38.2049,-85.5701,United States,28796
West Springfield,42.1253,-72.6503,United States,28755
Bixby,35.9454,-95.8776,United States,28731
Independence,38.951,-84.5492,United States,28722
Harrison,41.0236,-73.7193,United States,28721
Lansing,41.5648,-87.5462,United States,28713
Jamestown,42.0976,-79.2367,United States,28679
Agawam,42.0657,-72.6526,United States,28606
Statesville,35.7842,-80.8713,United States,28576
Saugus,42.4681,-71.0145,United States,28566
Bridgewater,41.9728,-70.9749,United States,28531
Madison Heights,42.5073,-83.1034,United States,28521
Monroeville,40.4262,-79.7605,United States,28517
Enterprise,31.3275,-85.8463,United States,28513
Frankfort,38.1924,-84.8643,United States,28460
Milton,42.2412,-71.0844,United States,28450
Spring,40.3038,-76.0262,United States,28427
South Laurel,39.0603,-76.8456,United States,28427
Forest Hills,42.9577,-85.4895,United States,28425
Short Pump,37.6549,-77.6201,United States,28400
Allen Park,42.2595,-83.2107,United States,28395
Aberdeen,45.4649,-98.4686,United States,28388
New Iberia,30.0049,-91.8202,United States,28363
Clarksburg,39.2246,-77.2659,United States,28337
Glen Ellyn,41.8666,-88.0629,United States,28304
Monsey,41.1181,-74.0682,United States,28287
Northampton,42.3266,-72.6745,United States,28245
Temescal Valley,33.7581,-117.4677,United States,28227
Bergenfield,40.9236,-73.9982,United States,28223
Walnut,34.0334,-117.8593,United States,28212
Wappinger,41.5899,-73.8918,United States,28194
Eagle Pass,28.7125,-100.484,United States,28166
Henderson,37.8397,-87.5798,United States,28166
Glen Cove,40.8709,-73.6287,United States,28132
Ridgecrest,35.6308,-117.6622,United States,28118
Neptune,40.2105,-74.0539,United States,28115
Maryland Heights,38.7189,-90.4749,United States,28099
East Hampton,41.0117,-72.1277,United States,28053
Converse,29.5091,-98.3084,United States,28052
Oakdale,44.9876,-92.9641,United States,28029
Twentynine Palms,34.1478,-116.0659,United States,28006
Shaler,40.5229,-79.9632,United States,27963
Lake Jackson,29.0516,-95.4521,United States,27954
Garden City,37.9753,-100.8527,United States,27933
Danvers,42.574,-70.9494,United States,27910
Maple Valley,47.3659,-122.0368,United States,27889
Daphne,30.6263,-87.8816,United States,27861
Hamtramck,42.3954,-83.0559,United States,27842
Sachse,32.9726,-96.5793,United States,27829
Belmont,37.5154,-122.2953,United States,27820
Rockledge,28.3203,-80.736,United States,27808
Tualatin,45.3772,-122.7748,United States,27804
Wilmette,42.0771,-87.7282,United States,27801
Williston,48.1814,-103.6364,United States,27783
